,,,,Margin,Dollars,Dollars,Dollars,Sale_Date,Volume Sold (Liters),Volume Sold (Liters),MarginRatio,day_of_sale,DaysOpen,AverageSalesPerDay,MarginRatio,Dollars,Dollars,Margin,Volume Sold (Liters),Volume Sold (Liters),MarginRatio,Dollars,Dollars,Margin,Volume Sold (Liters),Volume Sold (Liters),Dominant_Sale_Category
,,,,Mean2015,AverageDollars2015,NumberOfSales2015,TotalDollars2015,DaysOpenTemp,AverageVolume2015,TotalVolume2015,Median2015,DaysOpenTemp,,,Median2015q1,AverageDollars2015q1,TotalDollars2015q1,Mean2015q1,AverageVolume2015q1,TotalVolume2015q1,Median2016q1,AverageDollars2016q1,TotalDollars2016q1,Mean2016q1,AverageVolume2016q1,TotalVolume2016q1,
Store Number,Zip Code,City,County Number,,,,,,,,,,,,,,,,,,,,,,,,
3654,50421,BELMOND,99.0,5.12059701493,141.482089552,67.0,9479.3,1970-01-01 00:00:00.000000039,12.2350746269,819.75,0.333481547354,4,4,0.322115384615,0.333393415044,144.52625,2312.42,5.376875,10.09375,161.5,0.333333333333,99.7658333333,2394.38,5.80916666667,8.71875,209.25,
3656,50021,ANKENY,77.0,5.93966101695,174.671694915,118.0,20611.26,1970-01-01 00:00:00.000000034,10.0550847458,1186.5,0.33344044075,2,2,1.13461538462,0.333489552029,163.370526316,6208.08,5.45157894737,10.2631578947,390.0,0.333333333333,181.791428571,3817.62,6.36904761905,9.21428571429,193.5,
3660,50138,KNOXVILLE,63.0,5.05252525253,139.581818182,99.0,13818.6,1970-01-01 00:00:00.000000039,10.696969697,1059.0,0.333333333333,2,2,0.951923076923,0.333333333333,148.014782609,3404.34,5.14826086957,9.65217391304,222.0,0.33347826087,122.864,1842.96,4.78933333333,11.3,169.5,
3663,50702,WATERLOO,7.0,4.84570680628,173.82,191.0,33199.62,1970-01-01 00:00:00.000000050,14.2539267016,2722.5,0.333333333333,3,3,1.22435897436,0.333333333333,194.964827586,5653.98,4.69931034483,18.0517241379,523.5,0.333423704957,183.791538462,9557.16,5.41134615385,13.7019230769,712.5,
3664,50459,NORTHWOOD,98.0,4.52604790419,67.2218562874,167.0,11226.05,1970-01-01 00:00:00.000000050,5.71502994012,954.41,0.333333333333,3,3,1.07051282051,0.333333333333,69.5771052632,2643.93,4.32421052632,5.78842105263,219.96,0.333333333333,61.9183673469,3034.0,4.80346938776,4.97469387755,243.76,
3666,52404,CEDAR RAPIDS,57.0,5.86988571429,175.690285714,175.0,30745.8,1970-01-01 00:00:00.000000049,11.2971428571,1977.0,0.333468067906,3,3,1.12179487179,0.333333333333,162.001666667,5832.06,5.50888888889,11.5833333333,417.0,0.333444760247,174.064285714,7310.7,6.11214285714,10.0357142857,421.5,
3670,52241,CORALVILLE,52.0,4.87391891892,152.13972973,296.0,45033.36,1970-01-01 00:00:00.000000052,12.245777027,3624.75,0.333333333333,3,3,1.89743589744,0.333333333333,137.07,6853.5,4.7594,11.46,573.0,0.333408222871,144.503703704,11704.8,5.22444444444,11.1,899.1,
3676,50636,GREENE,12.0,4.61223529412,46.3430588235,85.0,3939.16,1970-01-01 00:00:00.000000037,4.172,354.62,0.333333333333,2,2,0.817307692308,0.333333333333,40.8182608696,938.82,4.51391304348,3.5,80.5,0.333333333333,31.3585714286,658.53,5.35428571429,2.58952380952,54.38,
3678,50320,DES MOINES,77.0,6.29782894737,113.293157895,152.0,17220.56,1970-01-01 00:00:00.000000049,6.70855263158,1019.7,0.333333333333,3,3,0.974358974359,0.33340172343,123.615428571,4326.54,6.57657142857,6.94714285714,243.15,0.333333333333,110.342941176,3751.66,4.87764705882,7.77264705882,264.27,
3679,52159,MONONA,22.0,6.23869369369,54.5751351351,222.0,12115.68,1970-01-01 00:00:00.000000052,3.61752252252,803.09,0.333333333333,3,3,1.42307692308,0.333333333333,63.1412698413,3977.9,5.92873015873,4.31746031746,272.0,0.333333333333,42.2528358209,2830.94,5.50880597015,3.11940298507,209.0,
3688,50630,FREDERICKSBURG,19.0,4.4305,69.2415,60.0,4154.49,1970-01-01 00:00:00.000000029,6.675,400.5,0.333333333333,2,2,0.576923076923,0.333333333333,80.698,1210.47,4.81333333333,7.85,117.75,0.333407047029,74.38,1338.84,4.07055555556,6.875,123.75,
3690,50702,WATERLOO,7.0,5.47257425743,147.607029703,101.0,14908.31,1970-01-01 00:00:00.000000036,8.27475247525,835.75,0.33344437042,3,3,0.647435897436,0.333333333333,102.402727273,2252.86,4.21954545455,6.47727272727,142.5,0.333333333333,179.428888889,3229.72,6.38777777778,9.58333333333,172.5,
3691,50322,URBANDALE,77.0,6.28900763359,221.256793893,131.0,28984.64,1970-01-01 00:00:00.000000043,12.7946564885,1676.1,0.333410780669,2,2,1.25961538462,0.333417211877,182.680740741,4932.38,6.63925925926,11.1333333333,300.6,0.333545109023,167.56875,2681.1,6.018125,10.96875,175.5,
3695,51050,REMSEN,75.0,4.65,96.3887619048,105.0,10120.82,1970-01-01 00:00:00.000000043,7.97476190476,837.35,0.333453496756,3,3,0.673076923077,0.333439220669,91.6834615385,2383.77,4.26461538462,8.66807692308,225.37,0.333524543563,93.5146153846,2431.38,4.46730769231,6.54807692308,170.25,
3696,50315,DES MOINES,77.0,5.73755813953,151.747674419,86.0,13050.3,1970-01-01 00:00:00.000000043,9.81976744186,844.5,0.33340550756,3,3,0.551282051282,0.333402792248,152.911111111,4128.6,5.94925925926,10.1666666667,274.5,0.333443054641,158.346315789,3008.58,6.18263157895,9.71052631579,184.5,
3698,50266,WEST DES MOINES,77.0,7.32253846154,104.187538462,130.0,13544.38,1970-01-01 00:00:00.000000048,4.43307692308,576.3,0.333374722468,3,3,0.833333333333,0.333371656319,82.0607692308,2133.58,5.84,3.46346153846,90.05,0.333333333333,80.6392857143,2257.9,5.79464285714,4.04285714286,113.2,
3700,51521,AVOCA,78.0,5.09724340176,91.6209090909,341.0,31242.73,1970-01-01 00:00:00.000000052,6.32598240469,2157.16,0.333333333333,3,3,2.1858974359,0.333333333333,102.961066667,7722.08,5.22386666667,6.2544,469.08,0.333333333333,63.736,4780.2,4.99813333333,5.49106666667,411.83,
3704,50536,EMMETSBURG,74.0,5.48288659794,46.3232164948,485.0,22466.76,1970-01-01 00:00:00.000000052,3.31278350515,1606.7,0.333333333333,3,3,3.10897435897,0.333333333333,48.44,5376.84,5.38441441441,3.73621621622,414.72,0.333333333333,56.0752702703,8299.14,5.58716216216,4.19763513514,621.25,
3705,51246,ROCK RAPIDS,60.0,5.06993589744,95.1748717949,312.0,29694.56,1970-01-01 00:00:00.000000052,7.01602564103,2189.0,0.333333333333,3,3,2.0,0.333474396953,112.095205479,8182.95,5.06383561644,8.3595890411,610.25,0.333333333333,92.2732307692,5997.76,5.25261538462,7.33184615385,476.57,
3707,52402,CEDAR RAPIDS,57.0,5.9278,137.4708,200.0,27494.16,1970-01-01 00:00:00.000000043,7.77975,1555.95,0.33345033345,3,3,1.28205128205,0.333501006036,123.526060606,4076.36,5.67636363636,8.10909090909,267.6,0.333333333333,122.787567568,4543.14,5.72189189189,7.2972972973,270.0,
3712,50171,MONTEZUMA,79.0,5.98189189189,99.1584459459,148.0,14675.45,1970-01-01 00:00:00.000000047,6.56081081081,971.0,0.333402792248,5,5,0.569230769231,0.333444481494,137.234878049,5626.63,6.50853658537,8.18902439024,335.75,0.333333333333,70.7814285714,1981.88,6.06071428571,5.0,140.0,
3713,50401,MASON CITY,17.0,5.39184549356,203.291330472,233.0,47366.88,1970-01-01 00:00:00.000000052,16.6995708155,3891.0,0.333333333333,3,3,1.49358974359,0.333439187044,204.274468085,9600.9,5.48191489362,16.3723404255,769.5,0.333408222871,164.941276596,7752.24,5.1070212766,14.9680851064,703.5,
3715,52807,DAVENPORT,82.0,4.0118877551,84.4334183673,196.0,16548.95,1970-01-01 00:00:00.000000049,4.6112755102,903.81,0.333333333333,2,2,1.88461538462,0.333333333333,82.15,2875.25,3.86285714286,4.64114285714,162.44,0.333468392474,92.42,4066.48,4.45727272727,4.61022727273,202.85,
3717,50674,SUMNER,9.0,5.10377862595,34.4383969466,262.0,9022.86,1970-01-01 00:00:00.000000050,2.61652671756,685.53,0.333333333333,3,3,1.67948717949,0.333333333333,35.9802272727,1583.13,4.90295454545,2.66704545455,117.35,0.333333333333,34.8675,2510.46,5.45597222222,2.59722222222,187.0,
3719,50158,MARSHALLTOWN,64.0,5.44349693252,155.91202454,163.0,25413.66,1970-01-01 00:00:00.000000046,12.3957055215,2020.5,0.333402792248,3,3,1.04487179487,0.333333333333,165.906486486,6138.54,5.10135135135,14.2702702703,528.0,0.333333333333,157.992413793,4581.78,5.48275862069,12.4137931034,360.0,
3721,52101,DECORAH,96.0,5.09613924051,155.291202532,316.0,49072.02,1970-01-01 00:00:00.000000051,11.8528481013,3745.5,0.333333333333,2,2,3.03846153846,0.333333333333,166.83,12345.42,5.04148648649,13.722972973,1015.5,0.333481547354,146.030958904,10660.26,5.02863013699,11.0547945205,807.0,
3722,51106,SIOUX CITY,97.0,5.0872972973,150.901891892,222.0,33500.22,1970-01-01 00:00:00.000000051,11.9527027027,2653.5,0.333444481494,3,3,1.42307692308,0.333440411179,139.545762712,8233.2,4.95898305085,12.2288135593,721.5,0.333333333333,166.174736842,9471.96,5.65754385965,11.0526315789,630.0,
3723,51040,ONAWA,67.0,4.7434992224,43.099533437,643.0,27713.0,1970-01-01 00:00:00.000000052,3.13485225505,2015.71,0.333333333333,3,3,4.12179487179,0.333333333333,42.9466242038,6742.62,4.60649681529,3.24356687898,509.24,0.33340550756,45.0997887324,6404.17,4.8235915493,3.30070422535,468.7,
3726,52501,OTTUMWA,90.0,5.02785234899,147.779194631,149.0,22019.1,1970-01-01 00:00:00.000000049,12.2416107383,1824.0,0.333408222871,2,2,1.43269230769,0.333487040361,156.497647059,5320.92,4.89676470588,14.1176470588,480.0,0.33341251909,185.176666667,6666.36,5.7475,13.7916666667,496.5,
3728,51503,COUNCIL BLUFFS,78.0,5.27791666667,89.8779166667,336.0,30198.98,1970-01-01 00:00:00.000000052,5.82318452381,1956.59,0.333333333333,3,3,2.15384615385,0.333333333333,90.7903896104,6990.86,5.47454545455,5.50441558442,423.84,0.333402792248,99.6876635514,10666.58,6.21046728972,6.20962616822,664.43,
3731,52807,DAVENPORT,82.0,5.16934210526,151.75125,304.0,46132.38,1970-01-01 00:00:00.000000052,11.2101973684,3407.9,0.333333333333,3,3,1.94871794872,0.333440411179,165.865352113,11776.44,5.39690140845,11.1070422535,788.6,0.333333333333,133.888860759,10577.22,4.84734177215,10.5189873418,831.0,
3732,52748,ELDRIDGE,82.0,5.1968128655,85.3435087719,342.0,29187.48,1970-01-01 00:00:00.000000052,6.75842105263,2311.38,0.333444481494,3,3,2.19230769231,0.333333333333,70.5475308642,5714.35,5.16975308642,5.40432098765,437.75,0.333333333333,73.9773333333,5548.3,5.33653333333,5.57,417.75,
3735,52577,OSKALOOSA,10.0,4.64630136986,94.7856506849,292.0,27677.41,1970-01-01 00:00:00.000000052,7.31232876712,2135.2,0.333418628454,4,4,1.40384615385,0.333483958427,89.8777464789,6381.32,4.46788732394,7.32746478873,520.25,0.333333333333,75.5870967742,4686.4,4.24741935484,7.025,435.55,
3738,52001,DUBUQUE,31.0,3.86358823529,73.8179411765,170.0,12549.05,1970-01-01 00:00:00.000000050,7.86852941176,1337.65,0.333480760725,4,4,0.817307692308,0.333486449533,51.35,2156.7,3.7169047619,4.65476190476,195.5,0.333524543563,69.2010526316,2629.64,3.39368421053,6.84947368421,260.28,
3740,50702,WATERLOO,7.0,4.47325,123.3847,200.0,24676.94,1970-01-01 00:00:00.000000049,8.05135,1610.27,0.333333333333,3,3,1.28205128205,0.333333333333,114.492727273,6297.1,3.84090909091,8.16181818182,448.9,0.333333333333,155.215,5587.74,4.88444444444,9.26555555556,333.56,
3742,51031,LEMARS,75.0,5.17761904762,152.670857143,105.0,16030.44,1970-01-01 00:00:00.000000045,11.4,1197.0,0.333443054641,2,2,1.00961538462,0.333453496756,142.709090909,4709.4,5.18696969697,10.8636363636,358.5,0.333518621456,162.657391304,3741.12,4.92217391304,13.8913043478,319.5,
3744,52040,DYERSVILLE,31.0,4.7223943662,100.736197183,213.0,21456.81,1970-01-01 00:00:00.000000050,8.22356807512,1751.62,0.333465660977,4,4,1.02403846154,0.333333333333,97.4304347826,4481.8,4.50652173913,9.21739130435,424.0,0.333333333333,111.8772,5593.86,5.339,9.426,471.3,
3749,50588,STORM LAKE,11.0,5.28344086022,220.185806452,93.0,20477.28,1970-01-01 00:00:00.000000039,18.3870967742,1710.0,0.333481547354,3,3,0.596153846154,0.333483958427,166.542857143,3497.4,4.63523809524,14.5,304.5,0.333518621456,188.394285714,3956.28,5.11761904762,17.3571428571,364.5,
3756,51455,MANNING,14.0,4.93586666667,50.0622222222,225.0,11264.0,1970-01-01 00:00:00.000000052,3.60355555556,810.8,0.333333333333,3,3,1.44230769231,0.333333333333,45.7287804878,1874.88,4.94804878049,3.45317073171,141.58,0.333333333333,39.1984210526,1489.54,5.42631578947,2.69736842105,102.5,
3757,51108,SIOUX CITY,97.0,5.09079268293,158.838109756,328.0,52098.9,1970-01-01 00:00:00.000000049,12.3475609756,4050.0,0.333370778102,3,3,2.10256410256,0.333410780669,160.804761905,10130.7,5.11492063492,12.1904761905,768.0,0.333333333333,145.573125,13975.02,4.9578125,11.390625,1093.5,
3762,50322,WINDSOR HEIGHTS,77.0,5.73507418398,84.6572403561,337.0,28529.49,1970-01-01 00:00:00.000000058,5.38222551929,1813.81,0.333356682544,4,4,1.62019230769,0.333409887154,88.4469767442,7606.44,5.34709302326,5.45441860465,469.08,0.333333333333,79.4010869565,7304.9,6.27402173913,5.50554347826,506.51,
3763,51023,HAWARDEN,84.0,5.11237410072,97.1271942446,139.0,13500.68,1970-01-01 00:00:00.000000049,7.64201438849,1062.24,0.333480760725,3,3,0.891025641026,0.333333333333,85.8515151515,2833.1,4.74242424242,7.49242424242,247.25,0.333333333333,83.0941176471,2825.2,4.68470588235,6.66176470588,226.5,
3769,50613,CEDAR FALLS,7.0,4.97819047619,174.739428571,315.0,55042.92,1970-01-01 00:00:00.000000052,14.5523809524,4584.0,0.333333333333,3,3,2.01923076923,0.333424060969,153.123050847,9034.26,4.68220338983,13.1186440678,774.0,0.333333333333,134.507088608,10626.06,4.70974683544,11.8670886076,937.5,
3773,52401,CEDAR RAPIDS,57.0,6.954,249.534172043,930.0,232066.78,1970-01-01 00:00:00.000000104,13.4945913978,12549.97,0.333333333333,5,5,3.57692307692,0.333333333333,224.883981481,48574.94,7.16814814815,12.3697685185,2671.87,0.333333333333,272.097231405,65847.53,7.10425619835,14.9570247934,3619.6,
3774,52001,DUBUQUE,31.0,3.19991803279,125.484180328,122.0,15309.07,1970-01-01 00:00:00.000000042,14.1331967213,1724.25,0.333602584814,3,3,0.782051282051,0.333632286996,131.502285714,4602.58,3.20371428571,14.4214285714,504.75,0.333333333333,95.2007142857,2665.62,3.11857142857,11.0625,309.75,
3776,52806,DAVENPORT,82.0,5.01015197568,156.295440729,329.0,51421.2,1970-01-01 00:00:00.000000052,10.9285714286,3595.5,0.333333333333,3,3,2.10897435897,0.333333333333,170.310857143,11921.76,4.525,12.4928571429,874.5,0.333333333333,128.993333333,9287.52,4.89180555556,10.3333333333,744.0,
3778,50310,DES MOINES,77.0,4.26650224215,48.5234080717,223.0,10820.72,1970-01-01 00:00:00.000000050,2.7299103139,608.77,0.333333333333,3,3,1.42948717949,0.333333333333,49.0825531915,2306.88,3.59,2.65744680851,124.9,0.333333333333,58.4459183673,2863.85,4.55510204082,2.82693877551,138.52,
3779,50501,FORT DODGE,94.0,4.238,98.8207272727,55.0,5435.14,1970-01-01 00:00:00.000000036,8.35272727273,459.4,0.333474396953,2,2,0.528846153846,0.333393415044,95.1171428571,1331.64,4.08142857143,9.07142857143,127.0,0.333333333333,76.1872727273,1676.12,4.78045454545,6.59772727273,145.15,
3783,50574,POCAHONTAS,76.0,4.53729508197,88.2285655738,244.0,21527.77,1970-01-01 00:00:00.000000051,8.17967213115,1995.84,0.333333333333,3,3,1.5641025641,0.333333333333,164.957868852,10062.43,4.68049180328,16.9198360656,1032.11,0.333333333333,86.0747169811,4561.96,4.24566037736,7.68603773585,407.36,
3784,50644,INDEPENDENCE,10.0,4.94459330144,123.445598086,209.0,25800.13,1970-01-01 00:00:00.000000049,8.58559808612,1794.39,0.333333333333,3,3,1.33974358974,0.333333333333,104.664222222,4709.89,4.336,7.836,352.62,0.33344815614,119.3035,4772.14,5.66675,6.87625,275.05,
3785,50315,DES MOINES,77.0,4.51193548387,70.2005376344,186.0,13057.3,1970-01-01 00:00:00.000000050,5.17284946237,962.15,0.333333333333,4,4,0.894230769231,0.333448894507,78.4077777778,4234.02,4.83148148148,5.9112962963,319.21,0.333333333333,67.9325,2989.03,4.57318181818,4.54,199.76,
3789,52577,OSKALOOSA,62.0,5.31521367521,206.405128205,117.0,24149.4,1970-01-01 00:00:00.000000043,15.3846153846,1800.0,0.33345033345,3,3,0.75,0.333545108005,251.300869565,5779.92,4.97347826087,19.1739130435,441.0,0.333333333333,141.4488,3536.22,5.2468,10.62,265.5,
3790,52641,MT PLEASANT,44.0,5.3580141844,193.869787234,141.0,27335.64,1970-01-01 00:00:00.000000046,14.4468085106,2037.0,0.333333333333,3,3,0.903846153846,0.333333333333,174.74,4193.76,4.7,16.6875,400.5,0.333511205977,149.022580645,4619.7,4.47870967742,11.1774193548,346.5,
3803,52076,STRAWBERRY POINT,22.0,4.83297297297,115.715675676,37.0,4281.48,1970-01-01 00:00:00.000000023,10.9864864865,406.5,0.333333333333,3,3,0.237179487179,0.333333333333,119.306666667,1073.76,5.27111111111,10.1666666667,91.5,0.333333333333,90.2152941176,1533.66,4.49058823529,9.48529411765,161.25,
3805,52084,DAVENPORT,82.0,4.48023648649,129.61,296.0,38364.56,1970-01-01 00:00:00.000000052,5.69486486486,1685.68,0.333333333333,4,4,1.42307692308,0.333333333333,119.0275,9046.09,4.83434210526,5.00157894737,380.12,0.333333333333,127.166712329,9283.17,4.31506849315,6.39424657534,466.78,
3806,50266,WEST DES MOINES,77.0,6.14852459016,201.666393443,122.0,24603.3,1970-01-01 00:00:00.000000044,11.2893442623,1377.3,0.333473164388,3,3,0.782051282051,0.333486660534,152.836,4585.08,5.152,9.8,294.0,0.333453496756,179.975,6479.1,6.08027777778,8.675,312.3,
3808,50651,LA PORTE CITY,7.0,4.42901554404,60.8194818653,193.0,11738.16,1970-01-01 00:00:00.000000049,4.94274611399,953.95,0.333333333333,2,2,1.85576923077,0.333333333333,56.4524489796,2766.17,4.69897959184,4.54081632653,222.5,0.333451830786,58.02,3191.1,4.72945454545,4.13654545455,227.51,
3811,52632,KEOKUK,56.0,5.46109375,154.02609375,128.0,19715.34,1970-01-01 00:00:00.000000046,11.7421875,1503.0,0.333443054641,3,3,0.820512820513,0.333443054641,141.9888,3549.72,5.4324,9.9,247.5,0.333333333333,131.923030303,4353.46,5.1296969697,9.63636363636,318.0,
3813,50854,MOUNT AYR,80.0,4.92796460177,83.6166371681,113.0,9448.68,1970-01-01 00:00:00.000000044,7.20132743363,813.75,0.333402792248,3,3,0.724358974359,0.333627556076,70.1316666667,1262.37,3.78777777778,7.79166666667,140.25,0.333474396953,72.9685714286,1532.34,4.02238095238,8.35714285714,175.5,
3814,50266,WEST DES MOINES,25.0,8.78108333333,2061.81183333,120.0,247417.42,1970-01-01 00:00:00.000000036,108.2,12984.0,0.33334074107,2,2,1.15384615385,0.333410780669,2454.07043478,56443.62,7.26913043478,120.913043478,2781.0,0.333333333333,3322.05157895,63118.98,8.15736842105,172.026315789,3268.5,
3816,51566,RED OAK,69.0,5.23336842105,83.9419473684,190.0,15948.97,1970-01-01 00:00:00.000000050,6.26257894737,1189.89,0.333333333333,3,3,1.21794871795,0.333333333333,81.4290243902,3338.59,4.49926829268,6.51024390244,266.92,0.333333333333,56.5641463415,2319.13,4.84804878049,4.47853658537,183.62,
3818,50138,KNOXVILLE,63.0,4.49469745223,31.8098089172,628.0,19976.56,1970-01-01 00:00:00.000000052,2.15434713376,1352.93,0.333333333333,3,3,4.02564102564,0.333436724566,34.1113103448,4946.14,4.776,2.15282758621,312.16,0.333333333333,33.8862015504,4371.32,4.42813953488,2.43511627907,314.13,
3819,52101,DECORAH,96.0,5.21950657895,79.5455921053,304.0,24181.86,1970-01-01 00:00:00.000000051,6.31213815789,1918.89,0.333333333333,3,3,1.94871794872,0.333435657541,86.6741666667,4160.36,5.038125,7.45625,357.9,0.333333333333,94.1403703704,7625.37,5.10234567901,7.72802469136,625.97,
3822,52338,SWISHER,52.0,6.58182539683,42.8226190476,126.0,5395.65,1970-01-01 00:00:00.000000042,2.5426984127,320.38,0.333333333333,5,5,0.484615384615,0.333333333333,63.2465,1264.93,6.879,3.775,75.5,0.333333333333,51.8620833333,1244.69,6.08,2.62291666667,62.95,
3825,50316,DES MOINES,77.0,3.64922680412,92.8060824742,194.0,18004.38,1970-01-01 00:00:00.000000047,5.76804123711,1119.0,0.333333333333,2,2,1.86538461538,0.333333333333,84.3631818182,3711.98,2.71,6.52272727273,287.0,0.33353539301,90.4208695652,4159.36,3.58586956522,5.88195652174,270.57,
3829,52314,MOUNT VERNON,57.0,4.35365740741,59.6495833333,216.0,12884.31,1970-01-01 00:00:00.000000048,4.64236111111,1002.75,0.3334463419,3,3,1.38461538462,0.333333333333,58.1158227848,4591.15,4.10620253165,4.8164556962,380.5,0.333486660534,75.6910447761,5071.3,4.9176119403,5.67985074627,380.55,
3830,50801,CRESTON,88.0,5.59357512953,163.851295337,193.0,31623.3,1970-01-01 00:00:00.000000052,12.2642487047,2367.0,0.333408222871,3,3,1.23717948718,0.333410780669,166.3065,6652.26,5.7675,12.75,510.0,0.333333333333,148.647567568,5499.96,5.84135135135,12.3648648649,457.5,
3831,50156,MADRID,8.0,4.11690789474,56.3583552632,152.0,8566.47,1970-01-01 00:00:00.000000047,4.54776315789,691.26,0.333333333333,3,3,0.974358974359,0.333522651795,82.9181818182,1824.2,4.21181818182,6.36363636364,140.0,0.333333333333,54.0803571429,1514.25,4.59357142857,3.77678571429,105.75,
3833,50022,ATLANTIC,15.0,5.10259259259,157.556111111,108.0,17016.06,1970-01-01 00:00:00.000000041,13.5833333333,1467.0,0.333453243365,4,4,0.519230769231,0.33347826087,179.452173913,4127.4,4.83565217391,14.8695652174,342.0,0.333333333333,156.33,4377.24,6.09035714286,10.2857142857,288.0,
3838,52722,BETTENDORF,48.0,5.19191570881,164.812835249,261.0,43016.15,1970-01-01 00:00:00.000000052,11.3074712644,2951.25,0.333410726724,3,3,1.67307692308,0.333333333333,130.148450704,9240.54,4.98690140845,9.57042253521,679.5,0.333421703214,177.941333333,10676.48,5.54383333333,11.01,660.6,
3841,52001,DUBUQUE,31.0,3.48608433735,43.2801204819,166.0,7184.5,1970-01-01 00:00:00.000000048,4.25837349398,706.89,0.333333333333,3,3,1.0641025641,0.333333333333,51.5425,2267.87,3.44704545455,5.17772727273,227.82,0.333485309481,21.1442105263,803.48,3.96868421053,1.99605263158,75.85,
3842,50517,BANCROFT,55.0,5.4575617284,101.318518519,324.0,32827.2,1970-01-01 00:00:00.000000053,7.16842592593,2322.57,0.333333333333,3,3,2.07692307692,0.333333333333,81.7687837838,6050.89,5.52689189189,5.70837837838,422.42,0.333410726724,146.058510638,6864.75,5.75680851064,10.0125531915,470.59,
3853,52804,DAVENPORT,82.0,2.87953271028,139.908785047,107.0,14970.24,1970-01-01 00:00:00.000000039,9.20728971963,985.18,0.333333333333,3,3,0.685897435897,0.333333333333,103.04483871,3194.39,2.99741935484,6.94258064516,215.22,0.333393415044,125.27625,2004.42,3.9875,6.679375,106.87,
3855,50588,STORM LAKE,11.0,4.70601769912,68.5652212389,113.0,7747.87,1970-01-01 00:00:00.000000044,4.64522123894,524.91,0.333333333333,3,3,0.724358974359,0.333333333333,45.6259259259,1231.9,4.32703703704,3.24074074074,87.5,0.333500675207,47.1089285714,1319.05,4.40142857143,2.40285714286,67.28,
3857,52172,WAUKON,3.0,5.36788643533,99.6989274448,317.0,31604.56,1970-01-01 00:00:00.000000052,7.01930599369,2225.12,0.333333333333,3,3,2.03205128205,0.333333333333,98.665,4735.92,4.86458333333,7.80729166667,374.75,0.333333333333,84.1646428571,7069.83,5.53880952381,5.97547619048,501.94,
3858,52806,DAVENPORT,82.0,4.27746376812,68.7891666667,276.0,18985.81,1970-01-01 00:00:00.000000050,5.35384057971,1477.66,0.333333333333,3,3,1.76923076923,0.333333333333,76.6338596491,4368.13,4.47947368421,5.95157894737,339.24,0.333333333333,73.4269230769,4772.75,5.00892307692,5.40892307692,351.58,
3859,50644,INDEPENDENCE,10.0,5.20192592593,194.298222222,135.0,26230.26,1970-01-01 00:00:00.000000044,14.7777777778,1995.0,0.333456153279,2,2,1.29807692308,0.333333333333,182.864615385,7131.72,4.72794871795,15.0384615385,586.5,0.333480760725,179.9352,4498.38,5.8204,14.34,358.5,
3866,50010,AMES,85.0,6.23071428571,173.334571429,70.0,12133.42,1970-01-01 00:00:00.000000029,10.0671428571,704.7,0.333474414316,3,3,0.448717948718,0.333486238532,149.653333333,1346.88,5.48222222222,8.83333333333,79.5,0.333424956884,177.81875,2845.1,7.069375,8.56875,137.1,
3868,52302,MARION,57.0,5.23703601108,168.732797784,361.0,60912.54,1970-01-01 00:00:00.000000052,13.4002770083,4837.5,0.333333333333,3,3,2.3141025641,0.333333333333,159.826588235,13585.26,5.04023529412,14.1529411765,1203.0,0.333441834269,165.099705882,11226.78,5.38411764706,12.4632352941,847.5,
3869,52241,CORALVILLE,52.0,5.66982300885,51.6963864307,678.0,35050.15,1970-01-01 00:00:00.000000052,2.60287610619,1764.75,0.333333333333,3,3,4.34615384615,0.333333333333,54.1921969697,7153.37,5.16060606061,3.02666666667,399.52,0.333333333333,54.8931891892,10155.24,6.32686486486,2.22686486486,411.97,
3870,50009,ALTOONA,77.0,6.235,180.543333333,54.0,9749.34,1970-01-01 00:00:00.000000020,9.58333333333,517.5,0.333468067906,3,3,0.346153846154,0.333503995899,145.365,1744.38,5.0925,9.5,114.0,0.333333333333,180.5325,1444.26,6.665,9.75,78.0,
3872,52003,DUBUQUE,31.0,6.15682926829,163.737073171,41.0,6713.22,1970-01-01 00:00:00.000000022,8.78048780488,360.0,0.333443054641,2,2,0.394230769231,0.333382730686,168.86,2026.32,5.61833333333,8.5,102.0,0.333483958427,184.374545455,2028.12,6.20363636364,9.40909090909,103.5,
3873,52241,CORALVILLE,52.0,5.68773195876,175.477731959,97.0,17021.34,1970-01-01 00:00:00.000000040,10.0824742268,978.0,0.333410780669,2,2,0.932692307692,0.333483958427,165.512,2482.68,5.68666666667,10.4,156.0,0.333481547354,164.316923077,2136.12,5.73615384615,9.0,117.0,
3876,50563,MANSON,13.0,4.2697826087,69.4332608696,92.0,6387.86,1970-01-01 00:00:00.000000037,5.35456521739,492.62,0.333333333333,2,2,0.884615384615,0.333333333333,47.2568,1181.42,3.5348,4.3048,107.62,0.333333333333,73.2663636364,1611.86,3.74590909091,5.72727272727,126.0,
3879,51106,SIOUX CITY,97.0,6.54057971014,171.084637681,69.0,11804.84,1970-01-01 00:00:00.000000030,9.44782608696,651.9,0.333456153279,2,2,0.663461538462,0.333501006036,140.16,2242.56,4.6475,9.46875,151.5,0.333423636871,183.882,1838.82,6.877,9.6,96.0,
3881,50158,MARSHALLTOWN,64.0,6.57478991597,196.180210084,238.0,46690.89,1970-01-01 00:00:00.000000056,11.1731092437,2659.2,0.333333333333,4,4,1.14423076923,0.333333333333,178.815245902,10907.73,5.78639344262,11.006557377,671.4,0.333389601621,193.916065574,11828.88,6.61295081967,10.6524590164,649.8,
