,store_number,zip_code,city,county_name,margin_mean_2015,avg_rev_2015,vol_sales_2015,total_rev_2015,sale_date_(to_delete),avg_vol_2015_litre,total_vol_2015_litre,margin_ratio_2015,day_of_sale,days_open,avg_sales_per_day,margin_ratio_2015_q1,avg_rev_2015_q1,vol_sales_2015_q1,margin_mean_2015_q1,avg_vol_2015_q1__litre,total_vol_2015_q1__litre,margin_ratio_2016_q1,avg_rev_2016_q1,vol_sales_2016_q1,margin_mean_2016_q1,avg_vol_2016_q1__litre,total_vol_2016_q1__litre,Dominant_Sale_Category_(to_delete),forecast_2016
2,2106.0,50613.0,CEDAR FALLS,7.0,5.16095057034,277.640114068,526.0,146038.7,1970-01-01 00:00:00.000000052,18.4788022814,9719.85,0.333333333333,3.0,3.0,3.37179487179,0.333333333333,304.552635659,39287.29,5.03372093023,19.5821705426,2526.1,0.333477512535,241.89484127,30478.75,5.19650793651,16.7956349206,2116.25,,127235.652856
3,2113.0,50543.0,GOWRIE,94.0,5.44510204082,63.334829932,147.0,9310.22,1970-01-01 00:00:00.000000047,4.4887755102,659.85,0.333333333333,3.0,3.0,0.942307692308,0.333333333333,67.4583333333,2833.25,5.275,4.2169047619,177.11,0.333481547354,55.8351351351,2065.9,5.36783783784,4.78378378378,177.0,,9299.52551392
4,2130.0,50703.0,WATERLOO,7.0,4.91800511509,285.38084399,391.0,111583.91,1970-01-01 00:00:00.000000052,17.5942966752,6879.37,0.333333333333,3.0,3.0,2.50641025641,0.333333333333,278.995057471,24272.57,5.14091954023,16.6350574713,1447.25,0.333333333333,238.086410256,27856.11,5.31222222222,13.3068376068,1556.9,,116349.592323
5,2178.0,52172.0,WAUKON,3.0,4.86886075949,102.633670886,237.0,24324.18,1970-01-01 00:00:00.000000051,8.08911392405,1917.12,0.333333333333,3.0,3.0,1.51923076923,0.333485011094,122.008541667,5856.41,4.93208333333,8.53770833333,409.81,0.33348115404,96.3534482759,5588.5,4.64896551724,8.97931034483,520.8,,23921.1422181
6,2190.0,50314.0,DES MOINES,77.0,5.77425855513,92.5392091255,1315.0,121689.06,1970-01-01 00:00:00.000000169,4.8077338403,6322.17,0.333333333333,6.0,6.0,4.21474358974,0.333333333333,84.8787319885,29452.92,5.46804034582,4.80282420749,1666.58,0.333333333333,106.0102,31803.06,6.3789,4.8237,1447.11,,132732.602046
7,2191.0,52632.0,KEOKUK,56.0,5.77808724832,209.88840604,596.0,125093.49,1970-01-01 00:00:00.000000052,13.5122818792,8053.32,0.333333333333,3.0,3.0,3.82051282051,0.333333333333,192.619668874,29085.57,5.82754966887,12.9621192053,1957.28,0.333402792248,331.036363636,47338.2,5.67517482517,20.4763636364,2928.12,,197215.899192
8,2200.0,50583.0,SAC CITY,81.0,5.62086848635,56.6043424318,403.0,22811.55,1970-01-01 00:00:00.000000051,4.50928039702,1817.24,0.333333333333,3.0,3.0,2.58333333333,0.333333333333,58.338452381,4900.43,5.87904761905,4.37761904762,367.72,0.333333333333,50.9130487805,4174.87,5.68109756098,3.88756097561,318.78,,18053.4433532
9,2228.0,50273.0,WINTERSET,61.0,4.87541666667,72.758625,240.0,17462.07,1970-01-01 00:00:00.000000051,5.69854166667,1367.65,0.333333333333,3.0,3.0,1.53846153846,0.333416513301,86.5661666667,5193.97,4.8845,6.76033333333,405.62,0.33345033345,46.7633333333,3086.38,5.11257575758,3.16439393939,208.85,,13535.3363963
10,2233.0,51360.0,SPIRIT LAKE,30.0,5.86211618257,122.627966805,241.0,29553.34,1970-01-01 00:00:00.000000051,10.2933195021,2480.69,0.333333333333,3.0,3.0,1.54487179487,0.333333333333,124.989534884,5374.55,5.86325581395,9.76395348837,419.85,0.333393665158,133.115306122,6522.65,7.4612244898,9.74734693878,477.62,,27798.6143252
11,2248.0,50312.0,DES MOINES,77.0,7.53473913043,147.134913043,460.0,67682.06,1970-01-01 00:00:00.000000058,6.12032608696,2815.35,0.333333333333,4.0,4.0,2.21153846154,0.333384426732,125.382970297,12663.68,7.37237623762,6.43108910891,649.54,0.333409652301,145.817083333,13998.44,7.58229166667,5.72041666667,549.16,,58829.1417597
12,2285.0,52240.0,IOWA CITY,52.0,6.82960784314,251.395784314,306.0,76927.11,1970-01-01 00:00:00.000000051,12.6155228758,3860.35,0.333333333333,2.0,2.0,2.94230769231,0.333333333333,172.743448276,10019.12,8.15068965517,8.68017241379,503.45,0.333333333333,239.976666667,12238.81,7.05215686275,13.0098039216,663.5,,51525.2652477
13,2290.0,50588.0,STORM LAKE,11.0,5.28149807939,72.0738284251,781.0,56289.66,1970-01-01 00:00:00.000000052,4.63565941101,3620.45,0.333333333333,3.0,3.0,5.00641025641,0.333444481494,76.0072327044,12085.15,5.42018867925,5.12786163522,815.33,0.333333333333,48.8159607843,12448.07,4.95192156863,3.36541176471,858.18,,52393.8621681
14,2327.0,50841.0,CORNING,2.0,5.09984126984,54.2070899471,189.0,10245.14,1970-01-01 00:00:00.000000049,4.35068783069,822.28,0.333333333333,3.0,3.0,1.21153846154,0.333333333333,52.4093023256,2253.6,4.99511627907,4.26209302326,183.27,0.333333333333,48.8126666667,2196.57,5.05444444444,3.53555555556,159.1,,9841.91086984
15,2413.0,52001.0,DUBUQUE,31.0,5.02654885655,187.245363825,481.0,90065.02,1970-01-01 00:00:00.000000054,13.0172349272,6261.29,0.333333333333,4.0,4.0,2.3125,0.333333333333,198.753628319,22459.16,5.19362831858,13.6138938053,1538.37,0.333333333333,186.387560976,22925.67,5.41804878049,12.987804878,1597.5,,95884.3098998
16,2445.0,51560.0,OAKLAND,78.0,4.94947368421,42.0437426901,171.0,7189.48,1970-01-01 00:00:00.000000048,3.34380116959,571.79,0.333333333333,3.0,3.0,1.09615384615,0.333437871344,37.97125,1215.08,4.8421875,2.9721875,95.11,0.333333333333,49.0817241379,1423.37,5.31689655172,4.14206896552,120.12,,6632.51041685
17,2448.0,50125.0,INDIANOLA,91.0,5.04914841849,43.1647201946,411.0,17740.7,1970-01-01 00:00:00.000000052,3.030486618,1245.53,0.333333333333,3.0,3.0,2.63461538462,0.333333333333,50.4992857143,5655.92,5.14642857143,3.25910714286,365.02,0.333333333333,71.6827659574,6738.18,5.12468085106,4.39893617021,413.5,,28693.2367768
18,2459.0,50115.0,GUTHRIE CENTER,39.0,4.0262037037,68.0771296296,108.0,7352.33,1970-01-01 00:00:00.000000036,5.62259259259,607.24,0.333444481494,4.0,4.0,0.519230769231,0.333515310839,73.1622727273,1609.57,4.14409090909,6.22727272727,137.0,0.333485581814,75.1625,1803.9,4.83833333333,5.875,141.0,,8212.01527248
19,2465.0,52003.0,DUBUQUE,31.0,5.89792838875,66.0659846547,391.0,25831.8,1970-01-01 00:00:00.000000051,4.38158567775,1713.2,0.333333333333,4.0,4.0,1.87980769231,0.333333333333,57.3060204082,5615.99,5.91224489796,4.08285714286,400.12,0.333453496756,76.3739130435,5269.8,7.08449275362,5.01202898551,345.83,,22598.2814779
20,2475.0,50597.0,WEST BEND,55.0,5.63067567568,144.338783784,74.0,10681.07,1970-01-01 00:00:00.000000038,14.1208108108,1044.94,0.333333333333,3.0,3.0,0.474358974359,0.333333333333,283.638,5672.76,6.0065,32.7075,654.15,0.333333333333,149.6896875,4790.07,5.8475,14.78875,473.24,,20607.0170194
21,2478.0,50009.0,ALTOONA,77.0,7.01372093023,230.705232558,86.0,19840.65,1970-01-01 00:00:00.000000043,12.0697674419,1038.0,0.333333333333,4.0,4.0,0.413461538462,0.333333333333,234.728947368,4459.85,6.82526315789,11.0526315789,210.0,0.333456153279,212.505714286,4462.62,6.70857142857,10.7142857143,225.0,,19247.8367577
22,2498.0,50606.0,ARLINGTON,33.0,3.10551724138,38.9598275862,58.0,2259.67,1970-01-01 00:00:00.000000021,3.9675862069,230.12,0.333545513186,2.0,2.0,0.557692307692,0.333476640871,27.922,279.22,2.523,2.787,27.87,0.333333333333,43.3522222222,780.34,3.425,3.57055555556,64.27,,3963.41991855
23,2500.0,50010.0,AMES,85.0,5.21126378287,126.481450382,1179.0,149121.63,1970-01-01 00:00:00.000000055,8.51497031383,10039.15,0.333333333333,3.0,3.0,7.55769230769,0.333333333333,142.676950355,40234.9,5.15528368794,11.2083687943,3160.76,0.333333333333,99.2649705882,33750.09,5.07564705882,6.36044117647,2162.55,,140814.338937
24,2501.0,50010.0,AMES,85.0,5.00360655738,113.062966432,1281.0,144833.66,1970-01-01 00:00:00.000000052,7.77470725995,9959.4,0.333333333333,3.0,3.0,8.21153846154,0.333333333333,97.8596573209,31412.95,5.1062305296,6.75591900312,2168.65,0.333333333333,110.545468165,29515.64,4.70895131086,7.73576779026,2065.45,,123237.97351
25,2502.0,50021.0,ANKENY,77.0,5.63348504551,195.18076723,769.0,150094.01,1970-01-01 00:00:00.000000055,13.9116905072,10698.09,0.333407226779,4.0,4.0,3.69711538462,0.33339360949,209.681170213,39420.06,5.41409574468,16.675106383,3134.92,0.333333333333,104.856722222,18874.21,5.39016666667,7.12883333333,1283.19,,79067.4998128
26,2505.0,50036.0,BOONE,8.0,4.54098006645,117.625498339,602.0,70810.55,1970-01-01 00:00:00.000000057,9.29144518272,5593.45,0.333333333333,3.0,3.0,3.85897435897,0.333333333333,104.743021583,14559.28,4.46273381295,7.39992805755,1028.59,0.333415354331,93.0314012739,14605.93,4.7176433121,7.07535031847,1110.83,,61350.712739
27,2506.0,52601.0,BURLINGTON,29.0,5.75379049676,154.893801296,926.0,143431.66,1970-01-01 00:00:00.000000054,9.74360691145,9022.58,0.333333333333,5.0,5.0,3.56153846154,0.333333333333,152.008676471,31009.77,5.48009803922,10.0265686275,2045.42,0.333333333333,132.495668016,32726.43,5.03902834008,9.18534412955,2268.78,,136565.328503
28,2507.0,52601.0,BURLINGTON,29.0,3.89220895522,88.596358209,335.0,29679.78,1970-01-01 00:00:00.000000050,7.58874626866,2542.23,0.333333333333,3.0,3.0,2.14743589744,0.333333333333,88.7660638298,8344.01,3.88106382979,7.32468085106,688.52,0.333333333333,105.999827586,6147.99,4.02293103448,8.65517241379,502.0,,26243.4746799
29,2508.0,52405.0,CEDAR RAPIDS,57.0,5.06896815287,147.430318471,785.0,115732.8,1970-01-01 00:00:00.000000052,10.016343949,7862.83,0.333333333333,3.0,3.0,5.03205128205,0.333333333333,143.657118644,25427.31,4.9911299435,10.001920904,1770.34,0.333333333333,169.275109489,23190.69,5.35919708029,10.7856934307,1477.64,,96984.3555647
30,2509.0,52404.0,CEDAR RAPIDS,57.0,4.56946524064,133.071550802,374.0,49768.76,1970-01-01 00:00:00.000000052,10.1655080214,3801.9,0.33340550756,3.0,3.0,2.39743589744,0.333333333333,150.880853659,12372.23,4.67463414634,10.9153658537,895.06,0.333333333333,104.837096774,9749.85,4.69419354839,8.7547311828,814.19,,41194.0839861
31,2512.0,52240.0,IOWA CITY,52.0,5.47384727273,305.11608,1375.0,419534.61,1970-01-01 00:00:00.000000104,18.8490036364,25917.38,0.333333333333,5.0,5.0,5.28846153846,0.333333333333,228.105055556,82117.82,5.53436111111,13.9021666667,5004.78,0.333333333333,295.131078947,112149.81,5.50028947368,19.6225263158,7456.56,,466236.088655
32,2513.0,52240.0,IOWA CITY,52.0,4.7096408046,86.5926436782,696.0,60268.48,1970-01-01 00:00:00.000000052,5.97218390805,4156.64,0.333333333333,3.0,3.0,4.46153846154,0.333333333333,88.2094482759,12790.37,4.67731034483,6.23648275862,904.29,0.333333333333,83.5830697674,17970.36,4.80562790698,5.97669767442,1284.99,,75315.79702
33,2514.0,50129.0,MARION,57.0,3.79538461538,70.8590769231,195.0,13817.52,1970-01-01 00:00:00.000000048,5.96553846154,1163.28,0.333333333333,4.0,4.0,0.9375,0.333333333333,52.0375,3122.25,3.4415,5.02416666667,301.45,0.333333333333,178.151290323,5522.69,4.47741935484,10.6648387097,330.61,,23647.977909
34,2515.0,50401.0,MASON CITY,17.0,5.16771561772,93.9992540793,1287.0,120977.04,1970-01-01 00:00:00.000000052,6.88932400932,8866.56,0.333333333333,3.0,3.0,8.25,0.333333333333,80.2046598639,23580.17,5.19639455782,5.90969387755,1737.45,0.333333333333,80.163956044,21884.76,5.39472527473,6.49783882784,1773.91,,91563.6981234
35,2517.0,50208.0,NEWTON,50.0,4.86552901024,86.7331285552,879.0,76238.42,1970-01-01 00:00:00.000000052,6.70187713311,5890.95,0.333333333333,3.0,3.0,5.63461538462,0.333333333333,78.112972973,17341.08,4.71,5.90855855856,1311.7,0.333333333333,85.6437967914,16015.39,4.87080213904,5.96085561497,1114.68,,67201.1027577
36,2518.0,51566.0,RED OAK,69.0,5.17715762274,98.6518087855,387.0,38178.25,1970-01-01 00:00:00.000000052,8.03710594315,3110.36,0.333333333333,3.0,3.0,2.48076923077,0.333333333333,128.270886076,10133.4,4.94215189873,11.6796202532,922.69,0.333333333333,101.278064516,6279.24,5.22338709677,7.00032258065,434.02,,26788.2675012
37,2521.0,50265.0,WEST DES MOINES,77.0,4.98097964377,136.615585242,786.0,107379.85,1970-01-01 00:00:00.000000057,9.89236641221,7775.4,0.333333333333,5.0,5.0,3.02307692308,0.333333333333,120.346124402,25152.34,4.99899521531,8.20071770335,1713.95,0.333333333333,131.155102041,25706.4,5.4231122449,8.19566326531,1606.35,,107426.570792
38,2522.0,51360.0,SPIRIT LAKE,30.0,5.20986196319,172.321886503,652.0,112353.87,1970-01-01 00:00:00.000000052,11.7133282209,7637.09,0.333333333333,3.0,3.0,4.17948717949,0.333333333333,135.599920635,17085.59,5.25126984127,9.86349206349,1242.8,0.333333333333,134.152403101,17305.66,4.67387596899,9.93875968992,1282.1,,72556.7586326
39,2523.0,52544.0,CENTERVILLE,4.0,4.73505,88.692125,400.0,35476.85,1970-01-01 00:00:00.000000052,7.95765,3183.06,0.333333333333,3.0,3.0,2.5641025641,0.333333333333,72.6726744186,6249.85,4.09488372093,5.85186046512,503.26,0.333333333333,151.167564103,11791.07,5.35923076923,11.833974359,923.05,,49666.7849596
40,2524.0,52001.0,DUBUQUE,31.0,5.35607503608,149.361587302,693.0,103507.58,1970-01-01 00:00:00.000000052,9.70878787879,6728.19,0.333333333333,4.0,4.0,3.33173076923,0.333443054641,130.007548387,20151.17,5.06806451613,9.41058064516,1458.64,0.333333333333,129.6038,25920.76,5.1463,8.3478,1669.56,,108316.336805
41,2527.0,50315.0,DES MOINES,77.0,4.75634453782,118.342542017,476.0,56331.05,1970-01-01 00:00:00.000000053,9.22792016807,4392.49,0.333333333333,4.0,4.0,2.28846153846,0.333333333333,108.703577982,11848.69,4.51155963303,7.96834862385,868.55,0.333333333333,92.4905309735,10451.43,4.89522123894,7.17300884956,810.55,,44106.2039678
42,2528.0,50315.0,DES MOINES,77.0,4.53581395349,187.906124031,645.0,121199.45,1970-01-01 00:00:00.000000100,11.9380620155,7700.05,0.333333333333,6.0,6.0,2.06730769231,0.333361115742,115.505337079,20559.95,4.82971910112,8.35337078652,1486.9,0.333333333333,125.87625,16112.16,4.509375,9.051171875,1158.55,,67602.7759107
43,2529.0,52405.0,CEDAR RAPIDS,57.0,4.07774193548,76.5582795699,465.0,35599.6,1970-01-01 00:00:00.000000052,7.97772043011,3709.64,0.333333333333,3.0,3.0,2.98076923077,0.333333333333,53.5843877551,5251.27,3.60418367347,5.30642857143,520.03,0.333333333333,55.2668253968,6963.62,3.76079365079,4.94857142857,623.52,,29628.9936808
44,2532.0,50317.0,DES MOINES,77.0,4.32634382567,128.832905569,413.0,53207.99,1970-01-01 00:00:00.000000055,10.3008474576,4254.25,0.333440411179,5.0,5.0,1.58846153846,0.333440411179,131.733033708,11724.24,4.18662921348,10.5741573034,941.1,0.333333333333,123.240340909,10845.15,4.12534090909,10.0238636364,882.1,,45740.4579077
45,2535.0,50265.0,WEST DES MOINES,77.0,5.31488843813,142.783306288,493.0,70392.17,1970-01-01 00:00:00.000000060,9.87430020284,4868.03,0.333333333333,5.0,5.0,1.89615384615,0.333333333333,212.634766355,22751.92,5.28654205607,16.2504672897,1738.8,0.333333333333,98.2107758621,11392.45,5.13077586207,7.22870689655,838.53,,48012.1920876
46,2536.0,50317.0,PLEASANT HILL,77.0,5.82893542757,119.016387435,573.0,68196.39,1970-01-01 00:00:00.000000061,8.16261780105,4677.18,0.333333333333,4.0,4.0,2.75480769231,0.333388493037,112.414459459,16637.34,5.71709459459,7.41033783784,1096.73,0.333333333333,99.6994029851,13359.72,5.35805970149,7.71373134328,1033.64,,56177.94122
47,2538.0,50702.0,WATERLOO,7.0,5.2956119403,82.280761194,670.0,55128.11,1970-01-01 00:00:00.000000052,5.71940298507,3832.0,0.333333333333,3.0,3.0,4.29487179487,0.333333333333,67.37175,10779.48,5.11225,5.5119375,881.91,0.333333333333,77.0524170616,16258.06,5.05876777251,5.51639810427,1163.96,,68208.3779879
48,2539.0,50126.0,IOWA FALLS,42.0,5.41199513382,159.254768856,411.0,65453.71,1970-01-01 00:00:00.000000051,11.4385888078,4701.26,0.333333333333,3.0,3.0,2.63461538462,0.333333333333,147.881578947,14048.75,5.30410526316,10.3687368421,985.03,0.333333333333,131.526509434,13941.81,5.3858490566,10.6314150943,1126.93,,58594.0818171
49,2543.0,52501.0,OTTUWMA,90.0,4.50863697706,83.5756815115,741.0,61929.58,1970-01-01 00:00:00.000000052,5.58282051282,4136.87,0.333333333333,3.0,3.0,4.75,0.333333333333,78.1658169935,11959.37,4.93620915033,5.05150326797,772.88,0.333333333333,71.0564,12434.87,4.32022857143,4.63462857143,811.06,,52339.0715757
50,2544.0,50158.0,MARSHALLTOWN,64.0,5.08331802526,138.933214696,871.0,121010.83,1970-01-01 00:00:00.000000053,9.21,8021.91,0.333333333333,4.0,4.0,4.1875,0.333333333333,139.756017699,31584.86,5.48849557522,9.04960176991,2045.21,0.333333333333,135.119147982,30131.57,4.82618834081,9.68941704036,2160.74,,125794.577262
51,2545.0,52245.0,IOWA CITY,52.0,5.20058823529,72.0169010043,697.0,50195.78,1970-01-01 00:00:00.000000052,4.44418938307,3097.6,0.333333333333,4.0,4.0,3.35096153846,0.333333333333,56.0162987013,8626.51,5.08350649351,3.53162337662,543.87,0.333333333333,55.8878014184,7880.18,4.97127659574,3.63163120567,512.06,,33433.4531727
52,2548.0,50009.0,ALTOONA,77.0,4.8773877551,132.973768707,735.0,97735.72,1970-01-01 00:00:00.000000055,9.01118367347,6623.22,0.333333333333,4.0,4.0,3.53365384615,0.333333333333,103.310540541,15289.96,4.62939189189,7.25033783784,1073.05,0.333333333333,205.71915493,29212.12,4.02626760563,15.9200704225,2260.65,,121978.121951
53,2549.0,50125.0,INDIANOLA,91.0,4.93734892788,146.064990253,513.0,74931.34,1970-01-01 00:00:00.000000057,11.3587329435,5827.03,0.333333333333,5.0,5.0,1.97307692308,0.333333333333,203.746030534,26690.73,5.26816793893,16.9230534351,2216.92,0.333333333333,144.124955752,16286.12,5.32265486726,11.3469026549,1282.2,,68324.8495046
54,2550.0,50213.0,OSCEOLA,20.0,4.62279202279,56.4836752137,351.0,19825.77,1970-01-01 00:00:00.000000052,4.26794871795,1498.05,0.333333333333,3.0,3.0,2.25,0.333333333333,47.2361363636,4156.78,4.73670454545,3.44602272727,303.25,0.333333333333,73.7858823529,3763.08,4.8037254902,5.03921568627,257.0,,16344.184413
55,2551.0,50049.0,CHARITON,59.0,4.69807692308,89.223021978,364.0,32477.18,1970-01-01 00:00:00.000000052,6.48912087912,2362.04,0.333333333333,3.0,3.0,2.33333333333,0.333333333333,87.9944444444,7919.5,4.433,6.29611111111,566.65,0.333333333333,123.358101266,9745.29,4.85405063291,8.37784810127,661.85,,41175.156327
56,2552.0,52404.0,CEDAR RAPIDS,57.0,4.81537525355,102.498985801,986.0,101064.0,1970-01-01 00:00:00.000000053,8.0431643002,7930.56,0.333333333333,4.0,4.0,4.74038461538,0.333333333333,101.208978723,23784.11,4.96276595745,8.98570212766,2111.64,0.333333333333,96.5905714286,20284.02,4.79333333333,7.74152380952,1625.72,,84919.3426124
57,2553.0,50801.0,CRESTON,88.0,4.95147601476,96.5494464945,271.0,26164.9,1970-01-01 00:00:00.000000052,6.95601476015,1885.08,0.333333333333,3.0,3.0,1.73717948718,0.333333333333,98.69,6809.61,5.10550724638,7.45652173913,514.5,0.333520205266,106.019393939,6997.28,4.76484848485,7.47727272727,493.5,,29768.7096912
58,2554.0,52802.0,DAVENPORT,82.0,3.8418556701,116.543195876,194.0,22609.38,1970-01-01 00:00:00.000000048,11.7463917526,2278.8,0.333333333333,3.0,3.0,1.24358974359,0.333535476046,116.786470588,3970.74,4.04352941176,9.96176470588,338.7,0.333333333333,95.3937254902,4865.08,3.97274509804,9.39705882353,479.25,,20918.368711
59,2555.0,52632.0,KEOKUK,56.0,4.74435661765,155.143511029,544.0,84398.07,1970-01-01 00:00:00.000000053,10.9245588235,5942.96,0.333333333333,4.0,4.0,2.61538461538,0.333333333333,112.414090909,14838.66,4.73340909091,7.0621969697,932.21,0.333333333333,204.088604651,17551.62,5.48860465116,10.7002325581,920.22,,73577.6900028
60,2556.0,51334.0,ESTHERVILLE,32.0,5.15973333333,77.4721142857,525.0,40672.86,1970-01-01 00:00:00.000000053,6.13620952381,3221.51,0.333333333333,4.0,4.0,2.52403846154,0.333474396953,69.6292307692,8146.62,5.10085470085,5.28401709402,618.23,0.333333333333,62.0233913043,7132.69,4.99582608696,4.392,505.08,,30330.7698507
61,2558.0,52641.0,MOUNT PLEASANT,44.0,4.98681055156,185.184748201,417.0,77222.04,1970-01-01 00:00:00.000000051,14.8736690647,6202.32,0.333333333333,4.0,4.0,2.00480769231,0.333333333333,311.86311828,29003.27,4.97591397849,30.6376344086,2849.3,0.333333333333,238.468705882,20269.84,5.05505882353,13.9063529412,1182.04,,84860.4842337
62,2559.0,52531.0,ALBIA,68.0,4.55814814815,89.0574074074,135.0,12022.75,1970-01-01 00:00:00.000000045,6.51111111111,879.0,0.333333333333,2.0,2.0,1.29807692308,0.333333333333,78.9370588235,2683.86,4.74588235294,5.56617647059,189.25,0.333333333333,81.2456,2031.14,4.0508,8.26,206.5,,9155.24362082
63,2560.0,52302.0,MARION,57.0,5.14697488584,132.567968037,876.0,116129.54,1970-01-01 00:00:00.000000052,9.52285388128,8342.02,0.333333333333,3.0,3.0,5.61538461538,0.333333333333,117.928308458,23703.59,4.81532338308,9.97512437811,2005.0,0.333333333333,103.527696629,18427.93,4.90325842697,7.33005617978,1304.75,,77215.0796962
64,2561.0,50321.0,DES MOINES,77.0,5.23804518664,154.356453831,1018.0,157134.87,1970-01-01 00:00:00.000000055,10.4602455796,10648.53,0.333333333333,4.0,4.0,4.89423076923,0.333333333333,124.092048193,30898.92,5.19706827309,7.76220883534,1932.79,0.333333333333,110.999130435,25529.8,4.85686956522,8.15713043478,1876.14,,106693.539079
65,2562.0,50501.0,FORT DODGE,94.0,4.76397683398,212.226911197,259.0,54966.77,1970-01-01 00:00:00.000000052,20.6494208494,5348.2,0.333333333333,3.0,3.0,1.66025641026,0.333333333333,126.585,7341.93,5.10275862069,10.0172413793,581.0,0.333333333333,288.440384615,14998.9,4.13115384615,28.7067307692,1492.75,,62981.8535771
66,2564.0,50701.0,WATERLOO,7.0,4.92963963964,146.785405405,333.0,48879.54,1970-01-01 00:00:00.000000051,11.955045045,3981.03,0.333408222871,3.0,3.0,2.13461538462,0.333493975904,121.51557377,7412.45,4.96606557377,9.26639344262,565.25,0.333444481494,121.698068182,10709.43,4.71340909091,8.78409090909,773.0,,45177.1109994
67,2565.0,51301.0,SPENCER,21.0,4.89178916828,69.1899709865,1034.0,71542.43,1970-01-01 00:00:00.000000052,5.01880077369,5189.44,0.333333333333,3.0,3.0,6.62820512821,0.333420636423,80.7931531532,17936.08,4.70247747748,5.87653153153,1304.59,0.333333333333,60.4101486989,16250.33,4.90167286245,4.34420074349,1168.59,,68176.2922849
68,2566.0,50138.0,KNOXVILLE,63.0,4.40726153846,93.4246769231,325.0,30363.02,1970-01-01 00:00:00.000000050,6.694,2175.55,0.333333333333,3.0,3.0,2.08333333333,0.333525678015,75.6921818182,4163.07,4.19272727273,5.90763636364,324.92,0.333333333333,83.3153164557,6581.91,4.33367088608,5.7153164557,451.51,,28044.5908782
69,2567.0,52806.0,DAVENPORT,82.0,4.23750337382,62.6166126856,741.0,46398.91,1970-01-01 00:00:00.000000051,5.48771929825,4066.4,0.333333333333,4.0,4.0,3.5625,0.333333333333,39.9036309524,6703.81,4.00898809524,3.36696428571,565.65,0.333333333333,52.1250867052,9017.64,4.11566473988,4.22104046243,730.24,,38154.8249255
70,2568.0,52402.0,CEDAR RAPIDS,57.0,3.95431893688,85.8618604651,301.0,25844.42,1970-01-01 00:00:00.000000051,8.15973421927,2456.08,0.333333333333,3.0,3.0,1.92948717949,0.333333333333,87.120952381,7318.16,4.02166666667,8.23273809524,691.55,0.333333333333,82.1792391304,7560.49,4.19543478261,7.27836956522,669.61,,32106.483138
71,2569.0,52402.0,CEDAR RAPIDS,57.0,4.75038516405,69.4367332382,701.0,48675.15,1970-01-01 00:00:00.000000052,5.14670470756,3607.84,0.333333333333,3.0,3.0,4.49358974359,0.333417211877,73.6950344828,10685.78,4.7395862069,5.59889655172,811.84,0.333333333333,90.6127142857,12685.78,4.65964285714,5.11278571429,715.79,,53380.549418
72,2571.0,50703.0,WATERLOO,7.0,4.79522,161.23624,500.0,80618.12,1970-01-01 00:00:00.000000052,11.6473,5823.65,0.333333333333,3.0,3.0,3.20512820513,0.333333333333,151.339793814,14679.96,4.62195876289,11.4228865979,1108.02,0.333333333333,205.98159292,23275.92,5.21238938053,17.310619469,1956.1,,97338.1284573
73,2572.0,50613.0,CEDAR FALLS,7.0,5.00723289777,75.9657417371,1301.0,98831.43,1970-01-01 00:00:00.000000052,4.67389700231,6080.74,0.333333333333,3.0,3.0,8.33974358974,0.333333333333,84.5460516605,22911.98,5.13656826568,4.70003690037,1273.71,0.333333333333,60.5675438596,20714.1,5.13593567251,3.74885964912,1282.11,,86704.5197293
74,2573.0,52761.0,MUSCATINE,70.0,5.92211981567,140.970334101,868.0,122362.25,1970-01-01 00:00:00.000000053,9.4374078341,8191.67,0.333333333333,4.0,4.0,4.17307692308,0.333333333333,133.75143617,25145.27,5.76308510638,9.35037234043,1757.87,0.333333333333,119.030816327,23330.04,5.59285714286,8.12255102041,1592.02,,97562.7698858
75,2575.0,50702.0,WATERLOO,7.0,4.66664,94.2888,250.0,23572.2,1970-01-01 00:00:00.000000051,7.524,1881.0,0.333333333333,3.0,3.0,1.60256410256,0.333333333333,76.6537804878,6285.61,4.42524390244,6.2256097561,510.5,0.33345026185,92.9486842105,3532.05,4.77947368421,6.36184210526,241.75,,15385.2245234
76,2576.0,50588.0,STORM LAKE,11.0,5.41883378016,68.7242895442,746.0,51268.32,1970-01-01 00:00:00.000000052,4.48612600536,3346.65,0.333333333333,3.0,3.0,4.78205128205,0.333333333333,111.367739726,16259.69,5.79123287671,7.36136986301,1074.76,0.333333333333,55.5208139535,9549.58,5.02639534884,4.04680232558,696.05,,40362.8027798
77,2578.0,50616.0,CHARLES CITY,34.0,4.9068797954,171.107877238,391.0,66903.18,1970-01-01 00:00:00.000000051,13.1679028133,5148.65,0.333333333333,3.0,3.0,2.50641025641,0.333391833392,129.096625,10327.73,4.456625,9.43125,754.5,0.333333333333,162.448352941,13808.11,4.552,12.9782352941,1103.15,,58039.1195298
78,2579.0,50112.0,GRINNELL,79.0,5.09945578231,102.993537415,294.0,30280.1,1970-01-01 00:00:00.000000053,6.72653061224,1977.6,0.333333333333,3.0,3.0,1.88461538462,0.333333333333,162.783846154,6348.57,5.31641025641,10.8525641026,423.25,0.333333333333,78.2282051282,6101.8,5.00371794872,5.17948717949,404.0,,26051.7491148
