company,culture,job_addr,job_description,job_posted,job_security_advance,job_title,link,management,reviews_score,reviews_total,salary,salary_benefits,salary_bins,work_life_bal,salary_bins_int
Jobspring Partners,3.5,"Chicago, IL","
If you’re a software engineer who’s interested in Data Science and researching deadly diseases, not only are you really smart, but you’d fit in perfectly with...",30+ days ago,3.4,Python Scientist,http://www.indeed.com/rc/clk?jk=787ae4e6b0d79b44&fccid=4a2d2fbadf14d480,3.2,3.3,12,"$70,000 - $100,000 a year",2.8,"$85,000+",2.8,85000
Astellas Pharmaceuticals,3.4,"Northbrook, IL","
Knowledge of computer software for laboratory data management. Astellas is announcing a Principal Scientist, Bioanalysis Location - Skokie, IL....",30+ days ago,3.2,"Principal Scientist, Bioanalysis",http://www.indeed.com/rc/clk?jk=4feffba66e251645&fccid=889299755eb998cd,3.0,3.7,50,-,4.0,"$85,000+",3.5,85000
Food Management Search,-,"Chicago, IL","
Data, drawing conclusions, documenting,. A technical leadership role providing direction....",20 days ago,-,Food Scientist MS or PhD - Meat Products,http://www.indeed.com/rc/clk?jk=6d1ffb87eef42c61&fccid=b90b71904b77eab5,-,4.3,-,"$75,000 - $95,000 a year",-,"$85,000+",-,85000
Agilent,4.1,"Wood Dale, IL","
Help customers translate data into insights in order to demonstrate the capabilities and value of Agilent’s biopharma workflow solutions....",30+ days ago,3.6,LCMS Applications Scientist,http://www.indeed.com/rc/clk?jk=464cbd74b2acada5&fccid=163c11f34750a7cd,3.7,4.2,268,-,3.9,"$85,000+",4.1,85000
Allstate Insurance,3.7,"Chicago, IL 60601 (Loop area)","
Ability to demonstrate significant experience with analytics, data gathering and data mining. We work collaboratively with both ‘product teams’ and data...",30+ days ago,3.3,Sr. Machine Learning Engineer,http://www.indeed.com/rc/clk?jk=c0ed0eb4949ae804&fccid=3a71a4d2f7990a25,3.5,3.9,"2,826",-,3.5,"$85,000+",3.8,85000
IDEO,4.0,"Chicago, IL","
They may modify an off-the-shelf PC driving game to integrate with an automotive simulator, or they may collaborate with city organizations and data scientists...",30+ days ago,3.0,Front-End Software Developer,http://www.indeed.com/rc/clk?jk=c17be002f8353627&fccid=c790fa3d1519c6a3,3.0,3.6,5,-,3.3,"$85,000+",4.5,85000
Exponent,2.8,"Chicago, IL 60661 (Near West Side area)","
Develop engineering test study protocols, execute studies, perform data analysis and generate technical reports in support of targeted project milestones and...",30+ days ago,2.5,Associate/Engineer,http://www.indeed.com/rc/clk?jk=68e7ed21f8679afd&fccid=0213df1b2d6a2c22,2.3,3.7,6,-,3.5,"$85,000+",3.2,85000
The CSI Companies,3.1,"Chicago, IL","
Identifies and independently resolves data issues (such as missing values and invalid data). Statistical Analysis / Data Science (65%):....",1 day ago,2.9,Principal Statistical Analyst - Retail Group,http://www.indeed.com/rc/clk?jk=7f9dd9179d72d4fb&fccid=9f86f49b087d9265,3.0,3.3,40,-,3.5,"$85,000+",2.9,85000
"OPUS International, Inc. (Recruiter)",-,"Chicago, IL","
Analyze and interpret data to make sound technical recommendations for specific projects. The Company has a new opportunity for a Scientist - Pizza, Par Bake at...",7 days ago,-,"Scientist - Pizza, Par Bake","http://www.indeed.com/company/OPUS-International,-Inc.-(Recruiter)/jobs/Scientist-b5b4dc0360181ad8?r=1&fccid=115d5825663d5af3",-,4.0,-,-,-,"$85,000+",-,85000
ABBOTT LABORATORIES,3.9,"Des Plaines, IL","
The Principal Scientist:. Presents complex technical data to large and diverse groups. Coaches lower-level scientists (e.g., presentation skills, negotiation...",30+ days ago,3.6,Principal Scientist,http://www.indeed.com/rc/clk?jk=6c67ca6b0640530c&fccid=7942658690eba67c,3.7,4.2,"1,270",-,4.1,"$85,000+",3.9,85000
Jobspring Partners,3.5,"Chicago, IL","
Brand new product that is used globally by the top scientists and doctors. This product is making strides in medical genomic research that will organize and...",30+ days ago,3.4,Middleware Python Tester (SDET/ DevOps),http://www.indeed.com/rc/clk?jk=fa10dae8ca2eea60&fccid=4a2d2fbadf14d480,3.2,3.3,12,"$70,000 - $105,000 a year",2.8,"$85,000+",2.8,85000
HDR,3.9,"Chicago, IL 60631 (Norwood Park area)","
Construction Project Manager- Data Center/Mission Critical Facilities. Ability to read construction drawings for data center and industrial projects....",30+ days ago,3.3,Construction Project Manager- Data Center/Mission Critical F...,http://www.indeed.com/rc/clk?jk=b93229ea5aa35efe&fccid=c3725c584175877c,3.5,4.0,122,-,3.9,"$85,000+",3.9,85000
Cray,4.3,"Chicago, IL","
CRAY) provides innovative systems and solutions enabling scientists and engineers in industry, academia and government to meet existing and future simulation...",30+ days ago,3.0,District Service Manager,http://www.indeed.com/rc/clk?jk=676560f539bb26cf&fccid=e16c3f891931e766,3.0,4.3,3,-,4.3,"$85,000+",4.3,85000
HDR,3.9,"Chicago, IL 60631 (Norwood Park area)","
Ability to read construction drawings for data center and industrial projects. Data, Center, Mission Critical, Industrial, Construction Management, Owner’s...",30+ days ago,3.3,Construction Manager-Data Center/Mission Critical Facilities,http://www.indeed.com/rc/clk?jk=14aae6878b3e48ec&fccid=c3725c584175877c,3.5,4.0,122,-,3.9,"$85,000+",3.9,85000
BirdDogHR,1.0,"Glenview, IL","
Travel as needed for data gathering, design reviews, installs, start-ups and troubleshooting. Our engineers, scientists, consultants, construction managers, and...",30+ days ago,1.0,Plumber,http://www.indeed.com/rc/clk?jk=bd33645ac17d222f&fccid=b9807bbcc309d7a8,1.0,1.0,-,-,1.0,"$85,000+",1.0,85000
Ingman Company,-,"Chicago, IL","
Experience preparing data reports. Clients across the country hire us to find outstanding engineers, architects, material scientists and construction managers....",30+ days ago,-,Petrographer - Senior Level,http://www.indeed.com/rc/clk?jk=f8009033365b2af4&fccid=365a8fb325c7f521,-,1.0,-,-,-,"$85,000+",-,85000
HDR,3.9,"Chicago, IL 60631 (Norwood Park area)","
Vertical construction experience is a plus as is data center or mission critical experience. We create an unshakable foundation for progress because our...",30+ days ago,3.3,Project Controls Manager,http://www.indeed.com/rc/clk?jk=9016977432bc8c3b&fccid=c3725c584175877c,3.5,4.0,122,-,3.9,"$85,000+",3.9,85000
The University of Chicago Medicine,3.8,"Chicago, IL","
The Data Scientist will also be responsible for data profiling/cleansing data governance consultation, data quality assessment, data mart mapping and data...",13 hours ago,3.8,Data Scientist,http://www.indeed.com/rc/clk?jk=6a38a0586190a6d7&fccid=46f88c38f8b3d84f,3.6,4.3,7,-,4.0,"$105,000+",4.0,105000
HERE,3.8,"Chicago, IL","
Group is looking for Production Data Scientist. HERE’s Data Science. Trends in the data and presents them to other scientists and business managers....",19 days ago,3.3,Production Data Scientist,http://www.indeed.com/rc/clk?jk=26f7d0f10d32faaa&fccid=e5b1608616237b79,3.3,3.8,56,-,3.6,"$105,000+",4.0,105000
Photon,3.0,"Deerfield, IL","
Knowledge on Concept of Data Science, Data Representation and Visualization techniques. Big Data & Analytics....",1 day ago,2.5,Data Scientist,http://www.indeed.com/rc/clk?jk=bf6ea203264e9da8&fccid=2991b2efe601571d,2.8,3.6,5,-,3.4,"$105,000+",2.8,105000
Illinois Technology Association,-,"Chicago, IL","
Data Scientist -Speech Recognition. Writing software to clean and investigate large, messy data sets of unstructured data, for example, speech/audio, image, and...",12 days ago,-,Capital One - Data Scientist -Speech Recognition,http://www.indeed.com/rc/clk?jk=baee34550151a7a8&fccid=3de83442785d5fca,-,3.6,-,-,-,"$105,000+",-,105000
Conversant Media,3.6,"Chicago, IL 60606 (Loop area)","
As a Data Scientist in. Alliance Data will. Alliance Data is an. Epsilon is an Alliance Data company....",30+ days ago,3.3,Data Scientist,http://www.indeed.com/rc/clk?jk=28dc740774348e13&fccid=f14a990d65a9429d,3.2,3.9,9,-,4.0,"$105,000+",4.0,105000
Empowered Staffing,-,"Chicago, IL 60613 (Uptown area)","
Structure current data into Data Warehouse | Data through acquisitions. 2-5+ years with data engineering, data science or data analysis in eCommerce or Medical...",15 days ago,-,Data Scientist | eCommerce & Analytics,http://www.indeed.com/cmp/Empowered-Staffing/jobs/Data-Scientist-Ecommerce-Analytic-51e5d068a38d9b22?r=1&fccid=29aa9c119e2ea971,-,4.0,-,-,-,"$105,000+",-,105000
Workbridge Associates,3.3,"Chicago, IL","
Data, Analytics, Scientist, Science, Python, R, SAS, SQL, Hadoop, Tableau, Analysis, Healthcare, Hospital, University, Career, Job, Chicago, IL,....",12 days ago,2.9,Mid-Level Data Scientist,http://www.indeed.com/cmp/Workbridge-Associates/jobs/Mid-Level-Data-Scientist-335978faa4e4f8e5?r=1&fccid=a6920e0a635e5c4e,3.4,3.3,24,"$105,000 a year",2.8,"$105,000+",3.0,105000
Capital One,3.8,"Chicago, IL","
Data Scientist -Speech Recognition. Writing software to clean and investigate large, messy data sets of unstructured data, for example, speech/audio, image, and...",30+ days ago,3.3,Data Scientist -Speech Recognition,http://www.indeed.com/rc/clk?jk=fd3454e320fd7986&fccid=b85c5070c3d3d8c8,3.5,3.9,"2,891",-,3.9,"$105,000+",3.8,105000
"Anthem, Inc.",3.6,"Chicago, IL 60601 (Loop area)","
DATA SCIENTIST LEAD. We seek a Lead Data Scientist to contribute to current and future projects. Intermediate to Advanced knowledge of data extraction and...",22 days ago,3.2,Data Scientists Lead-121221,http://www.indeed.com/rc/clk?jk=5f690337d1cbc30e&fccid=2a4da7fa99f4b9ae,3.4,3.8,"1,715",-,3.9,"$105,000+",3.7,105000
National Opinion Research Center (NORC),2.6,"Chicago, IL","
Trains, mentors, and supervises other data analysts and lesser skilled data scientists. Provides input and guidance to task leaders, especially regarding data...",30+ days ago,2.0,Senior Data Scientist,http://www.indeed.com/rc/clk?jk=f2370dfa6bd27f61&fccid=ce11e89c8a8e1f91,2.3,2.8,-,-,2.1,"$105,000+",3.1,105000
Capital One,3.8,"Chicago, IL","
Data Science Manager. As a Data Scientist you will be part of a team that's driving the implementation of next generation Customer Matching and Search solution,...",5 days ago,3.3,Data Science Manager,http://www.indeed.com/rc/clk?jk=ee0f4a9e966a4f24&fccid=b85c5070c3d3d8c8,3.5,3.9,"2,891",-,3.9,"$105,000+",3.8,105000
"University of Chicago, Center for Data Intensive S",-,"Chicago, IL","
Data Management - Participate in data acquisition and integration planning efforts including data modeling, data dictionary definitions, and data harmonization...",16 days ago,-,Data Quality Engineer,http://www.indeed.com/rc/clk?jk=a22744a8a21caa4d&fccid=dbdeb67495c4a8dc,-,3.9,-,-,-,"$105,000+",-,105000
Alliance Data,3.8,"Chicago, IL 60601 (Loop area)","
Data Scientist will provide process execution leadership to support client projects. Take analytical objectives and define data requirements....",21 days ago,3.5,Sr. Data Scientist,http://www.indeed.com/rc/clk?jk=13ee7f075c828fe1&fccid=9edcedb2997876d2,3.5,3.9,452,-,4.0,"$105,000+",3.8,105000
University of Chicago,4.1,"Chicago, IL","
Data Management - Participate in data acquisition and integration planning efforts including data modeling, data dictionary definitions, and data harmonization...",11 days ago,3.8,Data Quality Engineer,http://www.indeed.com/rc/clk?jk=59d530627185752b&fccid=5cb727313a823dd6,3.8,4.3,226,-,4.1,"$105,000+",4.1,105000
Allstate Insurance,3.7,"Chicago, IL 60601 (Loop area)","
 Manages data and data requests to improve the accuracy of our data and decisions made from data analysis. The Data Scientist family is accountable for using...",23 days ago,3.3,Senior Data Scientist,http://www.indeed.com/rc/clk?jk=91f0f663f69cfea7&fccid=3a71a4d2f7990a25,3.5,3.9,"2,826",-,3.5,"$105,000+",3.8,105000
Epsilon,2.9,"Chicago, IL 60601 (Loop area)","
Experience with large data sets. Epsilon is an Alliance Data company. As a Data Scientist in our Decision Sciences R&D organization, you will research and build...",30+ days ago,2.6,Data Scientist,http://www.indeed.com/rc/clk?jk=62c66695bc8b59fe&fccid=d20278fc46c90d65,2.7,3.1,115,-,3.2,"$105,000+",3.1,105000
Solving IT,-,"Chicago, IL","
This full time role as a Data Scientist in Chicago, IL will assist groups in developing, refining and collecting data for their respective projects, as well as...",9 days ago,-,Data Scientist 22059,http://www.indeed.com/rc/clk?jk=a5f3a8e2c5256be3&fccid=295111cb89191823,-,3.1,-,-,-,"$105,000+",-,105000
Brad's Deals,-,"Chicago, IL","
Brad’s Deals is looking for an experienced data scientist to join our team. Develop recommender systems based on behavioral data....",30+ days ago,-,Data Scientist,http://www.indeed.com/rc/clk?jk=24e23f4004a392ad&fccid=678f67d41be20380,-,3.1,-,-,-,"$105,000+",-,105000
West Monroe Partners,5.0,"Chicago, IL 60606 (Loop area)","
HBase, Cassandra, Accumulo, Mongo, Neo4j, etc. Experience with ETL, data warehouse and reporting a plus Experience with data visualizations Experience with...",25 days ago,3.3,Lead Data Scientist,http://www.indeed.com/rc/clk?jk=019e644e619ca124&fccid=13c746bf0f53b253,4.0,3.7,6,-,4.0,"$105,000+",3.3,105000
Civis Analytics,5.0,"Chicago, IL","
With a specialization in natural language processing, this data scientist role will apply expertise in machine learning to the analysis of text datasets being...",30+ days ago,3.0,Data Scientist - Natural Language Processing,http://www.indeed.com/rc/clk?jk=b1d3373c34f2cc4e&fccid=85806092f576a90e,3.0,4.0,-,-,3.0,"$105,000+",4.0,105000
Groupon,3.7,"Chicago, IL 60654 (Loop area)","
Modeling historical data to forecast demand, purchase propensity, merchant risk, etc. Marketing and CRM:. We are looking for the next wave of great algorithm...",30+ days ago,2.8,"Data Scientist Intern, Summer 2017",http://www.indeed.com/rc/clk?jk=c28d44fba927f674&fccid=863ad2cc91c92c82,3.0,3.6,255,-,3.3,"$105,000+",3.6,105000
Capital One,3.8,"Chicago, IL","
Writing software to clean and investigate large, messy data sets of numerical and textual data. Integrating with external data sources and APIs to discover...",30+ days ago,3.3,Data Scientist,http://www.indeed.com/rc/clk?jk=2a6f51db62b3f6cb&fccid=b85c5070c3d3d8c8,3.5,3.9,"2,891",-,3.9,"$105,000+",3.8,105000
InContext Solutions,-,"Chicago, IL","
Are you passionate about mining insights from large amounts of data? Your work will support new business development through the contribution and evaluation of...",15 days ago,-,Lead Data Scientist,http://www.indeed.com/rc/clk?jk=241138222a9fc6ab&fccid=657694e688ac1266,-,3.1,-,-,-,"$105,000+",-,105000
Persado,-,"Chicago, IL","
Indirectly manage a team of account managers, delivery personnel, data scientists and other roles contributing to the success of the customer....",9 days ago,-,Director of Customer Success,http://www.indeed.com/rc/clk?jk=9d865ee211971ba4&fccid=e6cb5d8df903422a,-,4.3,-,-,-,"$105,000+",-,105000
"Amazon Web Services, Inc.",3.5,"Chicago, IL","
Interested in creating new state-of-the-art solutions using Machine Learning and Data Mining techniques on Terabytes of Data?...",30+ days ago,3.3,Data Scientist - Chicago,http://www.indeed.com/rc/clk?jk=b6c94e3cc562ff5a&fccid=fe2d21eef233e94a,3.3,3.7,"9,526",-,3.8,"$105,000+",3.4,105000
HAVI Global Solutions,3.1,"Downers Grove, IL 60515","
Process data in large-scale environments. Analyze and model structured and unstructured data using advanced statistical methods, including machine learning...",19 days ago,3.1,Data Scientist,http://www.indeed.com/rc/clk?jk=90f9748724353a38&fccid=f4d63f71e6320254,2.8,3.5,13,-,4.2,"$105,000+",3.1,105000
Workbridge Associates,3.3,"Chicago, IL","
ETL and Data warehousing experience. A leading provider of video advertising technology in the marketing industry is growing out a new platform in their Chicago...",29 days ago,2.9,Data Scientist,http://www.indeed.com/rc/clk?jk=2172e7644d6b4691&fccid=a6920e0a635e5c4e,3.4,3.3,24,"$100,000 - $130,000 a year",2.8,"$105,000+",3.0,105000
Allstate Insurance,3.7,"Northbrook, IL 60062","
The Data Scientist family is accountable for using data to make decisions, which includes building predictive models and developing new machine learning...",11 days ago,3.3,Junior Data Scientist,http://www.indeed.com/rc/clk?jk=a865e28aa08b555e&fccid=3a71a4d2f7990a25,3.5,3.9,"2,826",-,3.5,"$105,000+",3.8,105000
Google,4.2,"Chicago, IL","
As a Technical Curriculum Developer, you will work closely with technical subject matter experts (SMEs) to design, develop and maintain technical learning...",5 days ago,3.5,"Technical Curriculum Developer, G Suite",http://www.indeed.com/rc/clk?jk=1022449354b7e92a&fccid=a5b4499d9e91a5c6,3.8,4.3,"1,212",-,4.0,"$105,000+",4.2,105000
Jobspring Partners,3.5,"Chicago, IL","
As a Data Scientist with this company, you will be working on a team that’s looking at advancing and building on the existing data analytics effort....",30+ days ago,3.4,Data Scientist,http://www.indeed.com/rc/clk?jk=8d5e2e057c835162&fccid=4a2d2fbadf14d480,3.2,3.3,12,"$100,000 - $130,000 a year",2.8,"$105,000+",2.8,105000
GE Transportation,3.8,"Chicago, IL","
The Lead Data Scientist will demonstrate leadership in communicating business goals, programs, and processes for an area or business / market segment....",30+ days ago,3.4,Lead Data Scientist - Video/Images,http://www.indeed.com/rc/clk?jk=43f8a478323b61a6&fccid=28a3c96b50e74da3,3.6,4.0,114,-,3.9,"$105,000+",3.9,105000
Jobspring Partners,3.5,"Chicago, IL","
We’ve just received our second round of funding and are excited to put it to good use by bringing on some smart and talented Data Scientists....",16 hours ago,3.4,Machine Learning Engineer,http://www.indeed.com/rc/clk?jk=c5db4652c8b8c201&fccid=4a2d2fbadf14d480,3.2,3.3,12,"$100,000 - $120,000 a year",2.8,"$105,000+",2.8,105000
Capital One,3.8,"Chicago, IL","
Lead Data Scientist –Optimization. Writing software to clean and investigate large, messy data sets of numerical and textual data....",30+ days ago,3.3,Lead Data Scientist –Optimization,http://www.indeed.com/rc/clk?jk=560befdb08906f96&fccid=b85c5070c3d3d8c8,3.5,3.9,"2,891",-,3.9,"$105,000+",3.8,105000
GE Transportation,3.8,"Chicago, IL","
The Lead Data Scientist will demonstrate leadership in communicating business goals, programs, and processes for an area or business / market segment....",30+ days ago,3.4,Lead Data Scientist,http://www.indeed.com/rc/clk?jk=c6486fc496b6e1e6&fccid=28a3c96b50e74da3,3.6,4.0,114,-,3.9,"$105,000+",3.9,105000
TransTech LLC,-,"Chicago, IL","
We need you to get your hands dirty with raw data, and derive meaningful and actionable insights. As a talented Product Manager, you love to translate strategic...",1 day ago,-,"Data Scientist / Product Manager - Chicago, IL",http://www.indeed.com/rc/clk?jk=f97b2e6a26d8ec3f&fccid=160b491a27427d9e,-,4.0,-,-,-,"$105,000+",-,105000
Workbridge Associates,3.3,"Des Plaines, IL","
An established and industry leading company in the transportation and logistics space is looking for a Senior Data Scientist....",26 days ago,2.9,Senior Data Scientist,http://www.indeed.com/rc/clk?jk=727b8ab01ce824ea&fccid=a6920e0a635e5c4e,3.4,3.3,24,"$130,000 - $180,000 a year",2.8,"$105,000+",3.0,105000
Allstate Insurance,3.7,"Chicago, IL 60601 (Loop area)","
Manages data and data requests to improve the accuracy of our data and decisions made from data analysis. The Data Scientist family is accountable for using...",13 days ago,3.3,Senior Telematics Data Scientist,http://www.indeed.com/rc/clk?jk=5f26a6d91ea733cf&fccid=3a71a4d2f7990a25,3.5,3.9,"2,826",-,3.5,"$105,000+",3.8,105000
Next Step Systems,-,"Chicago, IL","
Researcher / Data Scientist, Chicago, IL. Chicago IL Jobs, Researcher/Data Scientist, NoSQL, Scripting, Modeling Language, Quantitative Analysis, Chicago...",30+ days ago,-,Researcher / Data Scientist,http://www.indeed.com/rc/clk?jk=437d712059fbb1de&fccid=c0284a26116bc063,-,3.7,-,-,-,"$105,000+",-,105000
Allstate Insurance,3.7,"Chicago, IL 60601 (Loop area)","
Manages data and data requests to improve the accuracy of our data and decisions made from data analysis. The Data Scientist family is accountable for using...",20 days ago,3.3,Senior Automation Data Scientist,http://www.indeed.com/rc/clk?jk=0a67859f19d5d037&fccid=3a71a4d2f7990a25,3.5,3.9,"2,826",-,3.5,"$105,000+",3.8,105000
Hirewell,5.0,"Chicago, IL","
Bring structure to large quantities of data - turn unstructured data into structured data. Data Extraction Tools:....",30+ days ago,5.0,Data Scientist -Fitness/Wellness Firm,http://www.indeed.com/rc/clk?jk=dc6385b0f77c2a74&fccid=55a807200001a772,5.0,5.0,-,"$120,000 a year",5.0,"$105,000+",5.0,105000
Conversant Media,3.6,"Chicago, IL 60606 (Loop area)","
Data Scientists in both research and technical aspects of the projects. The applicant is expected to be able to lead other Data Scientists and Senior....",30+ days ago,3.3,"Dir., Decision Sciences",http://www.indeed.com/rc/clk?jk=2e6ae04ff96387dc&fccid=f14a990d65a9429d,3.2,3.9,9,-,4.0,"$105,000+",4.0,105000
University of Chicago,4.1,"Chicago, IL","
Our scientific data clouds and commons include:. The Biomedical Data Commons (BDC) is cloud-based infrastructure that we are developing for a consortium of...",30+ days ago,3.8,Information Security Analyst,http://www.indeed.com/rc/clk?jk=a3f01801a4e27087&fccid=5cb727313a823dd6,3.8,4.3,226,-,4.1,"$105,000+",4.1,105000
Workbridge Associates,3.3,"Chicago, IL","
Big Data with Hadoop, Hive, Impala. Mid, Senior, Lead, Data, Scientist, Machine, Learning, Predictive, Analytics, Engineer, Developer, Python, R, Hadoop, Hive,...",19 days ago,2.9,Director of Data Science,http://www.indeed.com/cmp/Workbridge-Associates/jobs/Director-Data-Science-760c3dd88de92587?r=1&fccid=a6920e0a635e5c4e,3.4,3.3,24,"$180,000 a year",2.8,"$105,000+",3.0,105000
University of Chicago,4.1,"Chicago, IL","
These scholars pursue this mission through research, the education of basic scientists, physicians, and others interested in living things, and through...",18 days ago,3.8,IT Security and Service Delivery Manager,http://www.indeed.com/rc/clk?jk=09ef43b7ac4f94a7&fccid=5cb727313a823dd6,3.8,4.3,226,-,4.1,"$105,000+",4.1,105000
Socrata,2.0,"Chicago, IL","
Too often, this data is inaccessible and only useful if you’re a database administrator, or a data scientist. Answers to quality of life questions such as these...",21 days ago,4.0,Account Executive Greater Chicago Region,http://www.indeed.com/rc/clk?jk=17b0c01fe1443f58&fccid=1b2f37de819662ec,3.0,3.0,-,-,4.0,"$105,000+",1.0,105000
Patheon,3.5,"Chicago, IL 60290 (Loop area)","
As a Principal or Senior Scientist, you will be expected to:. Present and discuss the data and project progress at those meetings....",30+ days ago,3.3,Principal / Senior Upstream Scientist - PNJ2015-013 -CHI,http://www.indeed.com/rc/clk?jk=0dc2d60aa2e65671&fccid=84c48614f9156a45,3.3,3.8,52,-,3.6,"$105,000+",3.5,105000
University of Chicago,4.1,"Chicago, IL","
The Genomic Data Commons is the one of the world's largest collection of harmonized cancer genomics data. Our scientific data clouds and commons include:....",26 days ago,3.8,Lead Engineer for Site Reliability and Automation,http://www.indeed.com/rc/clk?jk=632e43d6c162dce8&fccid=5cb727313a823dd6,3.8,4.3,226,-,4.1,"$105,000+",4.1,105000
Allstate Insurance,3.7,"Chicago, IL 60601 (Loop area)","
Data Scientists, Product Managers, Software Engineers, Your Customers, et al). Develop and inform data platform strategy via the effective combination of...",30+ days ago,3.3,"Sr. Digital Product Manager, Data Platform",http://www.indeed.com/rc/clk?jk=faf7c92669b38dad&fccid=3a71a4d2f7990a25,3.5,3.9,"2,826",-,3.5,"$105,000+",3.8,105000
Takeda Pharmaceuticals,3.6,"Deerfield, IL","
D esigns and implements advanced secondary data analysis methodologies that provide best practices in these areas....",30+ days ago,3.2,Marketing Analytics Insights Manager,http://www.indeed.com/rc/clk?jk=3993e6ecb00d8745&fccid=4819693c833d5b6e,3.5,3.9,146,-,4.0,"$105,000+",3.7,105000
HDR,3.9,"Chicago, IL 60631 (Norwood Park area)","
We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists....",30+ days ago,3.3,"Director, Education | Science | Tech",http://www.indeed.com/rc/clk?jk=efb499918988763a&fccid=c3725c584175877c,3.5,4.0,122,-,3.9,"$105,000+",3.9,105000
NCSA Athletic Recruiting,3.8,"Chicago, IL","
Partner with business owners and data scientists to better deliver data to register users. Sr Ruby on Rails Developer....",2 days ago,2.6,Senior Ruby Developer,http://www.indeed.com/rc/clk?jk=c83c3bab77aa7ac0&fccid=3d8ca2910b0b5df8,3.3,3.6,14,-,2.4,"$105,000+",3.0,105000
Revolution Technologies,3.5,"Lisle, IL 60532","
Experience in Statistical Analysis and Modelling, Big Data Analytics, Advanced Visualization, Data Science, Statistical Computation and Numerical Analysis....",23 days ago,2.9,Senior Data Scientist,http://www.indeed.com/rc/clk?jk=5b242ab55e4224cd&fccid=f5557a4dc280bb1d,3.5,3.9,20,-,3.3,"$105,000+",3.9,105000
Solving IT,-,"Chicago, IL","
Design databases and data structures. Experience with support of researchers and scientists (preferred). Develop and implement procedures for data security,...",26 days ago,-,Senior .NET Developer 22016,http://www.indeed.com/rc/clk?jk=133ecfbcb870234d&fccid=295111cb89191823,-,3.9,-,-,-,"$105,000+",-,105000
Epsilon,2.9,"Chicago, IL","
As a Data Scientist in. Alliance Data will. Staggering amount of data. Experience with large data sets....",30+ days ago,2.6,"Associate Director, Decision Sciences",http://www.indeed.com/rc/clk?jk=c19421c53f00c890&fccid=d20278fc46c90d65,2.7,3.1,115,-,3.2,"$105,000+",3.1,105000
ADP,3.7,"Elk Grove Village, IL 60007","
At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",7 days ago,3.5,Critical Incident Manager,http://www.indeed.com/rc/clk?jk=a97367bda4c601c9&fccid=e996c2d6855fe778,3.5,3.9,"1,649",-,3.8,"$105,000+",3.8,105000
National Collegiate Scouting Association,3.3,"Chicago, IL 60642 (Portage Park area)","
Partner with business owners and data scientists to better deliver data to register users. Sr Ruby on Rails Developer....",30+ days ago,2.9,Senior Ruby on Rails Developer – Client Product Team,http://www.indeed.com/rc/clk?jk=92d2b8530bae764d&fccid=b5ffe71a228f6e25,2.8,3.1,8,-,3.3,"$105,000+",2.4,105000
The Climate Corporation,4.5,"Chicago, IL","
You will have the opportunity to work with large, ""big data"" sets such as machine generated data from our farmer's equipment to geospatial data, precision...",30+ days ago,2.5,"Senior Software Engineer, Backend",http://www.indeed.com/rc/clk?jk=57dd8d29cdf9acb8&fccid=5527fa86119a4ea6,3.0,4.5,2,-,4.5,"$105,000+",4.0,105000
IDEO,4.0,"Chicago, IL","
They may hack a PC driving game to integrate with an automotive simulator, or they may collaborate with city organizations and data scientists to access, map...",30+ days ago,3.0,Senior Back-End Software Developer,http://www.indeed.com/rc/clk?jk=a772b90ddef6172b&fccid=c790fa3d1519c6a3,3.0,3.6,5,-,3.3,"$105,000+",4.5,105000
Sable Systems International,-,"Chicago, IL","
By scientists, for scientists, Sable enables results that impact research and industry breakthroughs. Excellent data analysis and evaluation skills to complete...",9 days ago,-,Product Manager,http://www.indeed.com/rc/clk?jk=38c8c942c6dbe58c&fccid=10759f176527dc7f,-,4.0,-,-,-,"$105,000+",-,105000
Workbridge Associates,3.3,"Chicago, IL","
This Data Scientist would have the opportunity to work both independently and directly with the development and higher technology executives in helping build...",27 days ago,2.9,"Senior Data Scientist Contract to Hire (Python, Spark, Natur...",http://www.indeed.com/rc/clk?jk=ded998cd2ba981a6&fccid=a6920e0a635e5c4e,3.4,3.3,24,$60 - $85 an hour,2.8,"$105,000+",3.0,105000
Wolverine Trading,5.0,"Chicago, IL 60604 (Loop area)","
Machine Learning Data Scientist. You will be using large data sets to create trading strategies, improve trading, quantitative research and data mining....",15 days ago,3.0,Machine Learning Data Scientist,http://www.indeed.com/rc/clk?jk=4b77ac5b55eefbce&fccid=1ec8c83c883d1273,4.0,4.0,-,-,3.0,"$120,000+",5.0,120000
Cognizant,3.9,"Chicago, IL","
Scale data manipulation and mining/pattern recognition. Statistical analysis large scale data manipulation Monte Carlo simulation. Job....",16 days ago,4.0,Data Scientist - Economics,http://www.indeed.com/rc/clk?jk=6900ecfb39fa4892&fccid=2df6a1e69a70a1e7,3.6,4.0,"4,678",-,3.5,"$120,000+",3.8,120000
