company,culture,job_addr,job_description,job_posted,job_security_advance,job_title,link,management,reviews_score,reviews_total,salary,salary_benefits,salary_bins,work_life_bal,salary_bins_int
"ARRIS Group, Inc.",5.0,"Lisle, IL","
As a data scientist / developer working in the architecture group, you’ll be part of a team that’s looking at advancing and building on the existing data...",9 days ago,5.0,Staff Advanced Research Engr,http://www.indeed.com/rc/clk?jk=618b978b6f8b074f&fccid=ed66af912b21b15e,5.0,5.0,2,-,5.0,"$70,000+",5.0,70000
"Vail Systems, Inc.",-,"Chicago, IL 60606 (Loop area)","
Senior Speech Scientist. We are actively recruiting for a senior speech scientist to work on directed dialog, conversational speech and natural language...",30+ days ago,-,Senior Speech Scientist,http://www.indeed.com/rc/clk?jk=1fe0c1826a34fcf7&fccid=84895b4f5db01258,-,5.0,-,-,-,"$70,000+",-,70000
TMP WORLDWIDE,3.6,"Chicago, IL","
The Digital Media Strategist bridges the gap between data and meaning. Part detective, part scientist, part storyteller, the role has elements of media planning...",27 days ago,3.2,Digital Media Strategist,http://www.indeed.com/rc/clk?jk=7e7addc0192deaca&fccid=eda0d922dad148f7,3.5,3.7,64,-,3.4,"$70,000+",3.8,70000
Jobspring Partners,3.5,"Chicago, IL","
Python, OOP, data science, data ingestion, data scientist, Py, numpy, scipy, redis, data lakes, data streaming, big data, nosql, sql, anaconda, C++, marketing,...",30+ days ago,3.4,Data Scientist- Python/Big Data,http://www.indeed.com/rc/clk?jk=dc0111fc1fa0a030&fccid=4a2d2fbadf14d480,3.2,3.3,12,"$90,000 - $120,000 a year",2.8,"$70,000+",2.8,70000
Data Realty/ Aunalytics,-,"Chicago, IL","
Data Realty is a data center and data management company. Utilize the proprietary software Aunsight to create a multitude of analytics ready data sets that can...",30+ days ago,-,Technology Sales Specialist,http://www.indeed.com/cmp/Graham-Allen-Partners/jobs/Technology-Sales-Specialist-061b78ddf6d8e45a?r=1&fccid=b4fa831cf196b424,-,3.7,-,-,-,"$70,000+",-,70000
"Anthem, Inc.",3.6,"Chicago, IL 60654 (Loop area)","
This consultant will work closely with Data Scientists to develop and implement new algorithms for Fraud, Waste & Abuse identification....",13 days ago,3.2,Business Info Consultant (Program Intergrity Analytics Innov...,http://www.indeed.com/rc/clk?jk=a5a9cf6295942d03&fccid=2a4da7fa99f4b9ae,3.4,3.8,"1,715",-,3.9,"$70,000+",3.7,70000
NorthShore University HealthSystem,3.6,"Evanston, IL","
Demonstrated success collaborating with clinical investigators or basic scientists. Develop data collection forms and create analysis datasets and databases....",30+ days ago,3.3,Sr. Biostatistician,http://www.indeed.com/rc/clk?jk=590ab8136c6614c3&fccid=ad50b68e0dc6fc8d,3.3,3.7,73,-,3.7,"$70,000+",3.5,70000
Xaxis,3.8,"Chicago, IL","
Xaxis combines proprietary technology, unique data assets and exclusive media relationships with the brightest team of audience analysts, data scientists and...",30+ days ago,3.7,Account Manager,http://www.indeed.com/rc/clk?jk=4bdfd3e2c285a692&fccid=3d73f189e746988f,3.8,3.7,6,-,3.5,"$70,000+",3.5,70000
Tempus,4.0,"Chicago, IL 60654 (Loop area)","
We now have more data than ever before but providers don't have the infrastructure or expertise to make sense of said data....",1 day ago,3.7,Senior Scentist I - Clinical NGS,http://www.indeed.com/rc/clk?jk=bbdd7aeb3c257dad&fccid=8525bdcf5722dd27,4.0,4.0,7,-,3.7,"$70,000+",4.3,70000
Publicis Healthcare Communications Group,4.0,"Chicago, IL","
Comfortable with managing and understanding large amounts of data and. They are the expert strategists, artists, writers, scientists, advocates, and analysts...",30+ days ago,5.0,Senior Account Executive/Speaker Bureau - Discovery USA,http://www.indeed.com/rc/clk?jk=a9e35a4f0960ba72&fccid=5859564b1cd1554a,4.0,5.0,-,-,5.0,"$70,000+",5.0,70000
Drivin,-,"Chicago, IL 60645 (West Ridge area)","
As a premier venture-backed, rapidly growing start-up, we are looking for world-class individuals to join our team, including creative technologists, forward...",30+ days ago,-,Account Executive,http://www.indeed.com/rc/clk?jk=cd01b2b9859c0ab8&fccid=07a07a942fc3bb05,-,3.6,-,-,-,"$70,000+",-,70000
HDR,3.9,"Chicago, IL 60631 (Norwood Park area)","
Vertical construction experience is a plus as is data center or mission critical experience. We create an unshakable foundation for progress because our...",30+ days ago,3.3,Senior Scheduler,http://www.indeed.com/rc/clk?jk=97c8486165377036&fccid=c3725c584175877c,3.5,4.0,122,-,3.9,"$70,000+",3.9,70000
HDR,3.9,"Chicago, IL 60631 (Norwood Park area)","
Vertical construction experience is a plus as is data center or mission critical experience. We create an unshakable foundation for progress because our...",30+ days ago,3.3,Estimator,http://www.indeed.com/rc/clk?jk=2ee5dd1d08763bfc&fccid=c3725c584175877c,3.5,4.0,122,-,3.9,"$70,000+",3.9,70000
Allstate Insurance,3.7,"Chicago, IL 60601 (Loop area)","
We work collaboratively with both ‘product teams’ and data scientists in support of Allstate business goals. Where good people build rewarding careers....",30+ days ago,3.3,Android Application Developer - Connected Car,http://www.indeed.com/rc/clk?jk=3e1d5aea274b54ff&fccid=3a71a4d2f7990a25,3.5,3.9,"2,826",-,3.5,"$70,000+",3.8,70000
"OPUS International, Inc. (Recruiter)",-,"Chicago, IL","
Analyze and interpret data to make sound technical recommendations for specific projects. The Company has a new opportunity for a Scientist - Pizza, Par Bake at...",7 days ago,-,"Scientist - Pizza, Par Bake","http://www.indeed.com/cmp/OPUS-International,-Inc.-(Recruiter)/jobs/Scientist-b5b4dc0360181ad8?r=1&fccid=115d5825663d5af3",-,4.0,-,-,-,"$70,000+",-,70000
University of Chicago,4.1,"Chicago, IL","
Gathers and reports data as mandated to external databases such as STS etc. to ensure quality outcomes and reporting initiatives....",20 days ago,3.8,Advanced Practice Nurse,http://www.indeed.com/rc/clk?jk=3db0debcf6a590f0&fccid=5cb727313a823dd6,3.8,4.3,226,-,4.1,"$70,000+",4.1,70000
LabPersonnel,-,"Chicago, IL 60616 (Douglas area)","
We have been engaged to search for a Contract Bioanalytical Scientist to work in their facility. Biotech client located in Chicago, Illinois seeks a Contract...",30+ days ago,-,Contract Bioanalytical Scientist,http://www.indeed.com/cmp/Managed-Care-Staffers/jobs/Contract-Bioanalytical-Scientist-cd37e680e8a7b766?r=1&fccid=151afb97ccd80152,-,3.9,-,-,-,"$70,000+",-,70000
ADP,3.7,"Elk Grove Village, IL 60007","
At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",30+ days ago,3.5,IT Operations Infrastructure Support Analyst Lead,http://www.indeed.com/rc/clk?jk=57a06783c08ce532&fccid=e996c2d6855fe778,3.5,3.9,"1,649",-,3.8,"$70,000+",3.8,70000
Reed Elsevier,3.6,"Chicago, IL","
Provides evidence-based patient education, personalized video education, web-based health libraries and interactive data collection to the provider and payer...",30+ days ago,3.0,"Regional Account Manager, Patient Engagement, Central US",http://www.indeed.com/rc/clk?jk=9ab8b8cd6f6e13f1&fccid=f7a0f0e88ce3d78e,3.1,3.6,32,-,3.5,"$70,000+",3.5,70000
WSP | Parsons Brinckerhoff,3.8,"Chicago, IL","
Project work may include project management, preparation of work plans, field sampling and oversight, directing subcontracted services, data evaluation, and...",30+ days ago,2.5,Senior Environmental Consultant/Business Development Leader,http://www.indeed.com/rc/clk?jk=95b5689398bad330&fccid=a0ecbc8328064f26,3.3,4.0,5,-,2.5,"$70,000+",3.5,70000
Illinois Institute of Technology,4.0,"Chicago, IL 60616 (Douglas area)","
Occasionally this position may require time in a data center when performing maintenance or server installation....",12 days ago,3.7,Windows / VMWare Administrator,http://www.indeed.com/rc/clk?jk=82fb603f14e22ee2&fccid=e57e2a4e69d540da,3.8,4.1,125,-,3.6,"$70,000+",4.1,70000
ADP,3.7,"Elk Grove Village, IL 60007","
At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",30+ days ago,3.5,IT Ops Infrastructure Support Analyst Lead (WEEKEND/NIGHT SH...,http://www.indeed.com/rc/clk?jk=601ac7885ae0d4cf&fccid=e996c2d6855fe778,3.5,3.9,"1,649",-,3.8,"$70,000+",3.8,70000
Amyx,-,"Chicago, IL","
Amyx is seeking to hire a Data Scientist in Chicago, IL to support a large contract. Seeking a Senior Data Scientist with experience and knowledge of analytics...",3 days ago,-,Data Scientist,http://www.indeed.com/rc/clk?jk=3e0070b7e8dc8931&fccid=c8065917ab1f5e6e,-,4.3,-,-,-,"$85,000+",-,85000
ZirMed,4.0,"Chicago, IL 60606 (Loop area)","
We are looking for an experienced Data Scientist, who has previously supported healthcare software applications....",8 days ago,3.5,Data Scientist,http://www.indeed.com/rc/clk?jk=28c603e910a47aed&fccid=7e1b7be66e59de2d,4.3,4.0,5,-,4.5,"$85,000+",4.3,85000
National Opinion Research Center (NORC),2.6,"Chicago, IL","
The Senior Research Scientist will direct research projects and manage the activities of research assistants, analysts and other staff....",26 days ago,2.0,Senior Research Scientist - Public Health,http://www.indeed.com/rc/clk?jk=5c65082dbf691cf6&fccid=ce11e89c8a8e1f91,2.3,2.8,-,-,2.1,"$85,000+",3.1,85000
Caterpillar,3.7,"Chicago, IL 60606 (Loop area)","
Caterpillar is hiring the best data scientists to join its newly opened Digital & Analytics Hub within the Merchandise Mart in Chicago....",13 days ago,3.2,Data Scientist,http://www.indeed.com/rc/clk?jk=1949ed11529366f6&fccid=d723225da214c842,3.4,3.9,"1,964",-,3.9,"$85,000+",3.8,85000
Iris Mobile,2.0,"Chicago, IL","
Practical ability to visualize data, communicate about the data, and utilize it effectively. Develop machine learning models to better process our data....",30+ days ago,1.0,Data Scientist,http://www.indeed.com/rc/clk?jk=45d7543074d40ed0&fccid=8d3d30dcd4a80bad,3.0,2.0,-,-,3.0,"$85,000+",1.0,85000
Orbitz,3.9,"Chicago, IL 60661 (Near West Side area)","
SEM Data Scientist. Experienced dealing with big data. Experienced in data modeling, reporting and business intelligence....",30+ days ago,3.1,SEM Data Scientist,http://www.indeed.com/rc/clk?jk=a4da2514ebf34afe&fccid=685796dff20db6ff,3.8,4.2,30,-,3.8,"$85,000+",4.4,85000
McKinsey & Company,4.1,"Chicago, IL","
You will take a core role in building the future of big data and advanced analytics within our diverse client organizations....",30+ days ago,3.8,Data Scientist – Metals & Mining,http://www.indeed.com/rc/clk?jk=3d52cef7eaf36f3f&fccid=6576e7250aa78c3c,3.9,4.3,169,-,4.2,"$85,000+",3.5,85000
KPMG,3.8,"Chicago, IL 60601 (Loop area)","
Five years of professional experience working as a Data Scientist. Machine learning, data visualization, statistical modeling, data mining, or information...",14 days ago,3.8,Sr Associate - Data Scientist,http://www.indeed.com/rc/clk?jk=6ebc52bfd98b9c19&fccid=2dd390c3a48a7ed0,3.7,4.0,"1,759",-,3.6,"$85,000+",3.4,85000
Hirewell,5.0,"Chicago, IL","
Practical ability to visualize data, communicate about the data and utilize it effectively. You will be addressing challenging data science problems by...",7 days ago,5.0,Data Scientist,http://www.indeed.com/rc/clk?jk=940321156fd4f151&fccid=55a807200001a772,5.0,5.0,-,"$85,000 a year",5.0,"$85,000+",5.0,85000
National Opinion Research Center (NORC),2.6,"Chicago, IL","
Interpreting data from multiple sources; At NORC, Data Scientists play a strategic role in supporting our research teams to produce valuable insights for our...",30+ days ago,2.0,Data Scientist,http://www.indeed.com/rc/clk?jk=06f04cfbf04d503d&fccid=ce11e89c8a8e1f91,2.3,2.8,-,-,2.1,"$85,000+",3.1,85000
Spencer Ogden,3.5,"Chicago, IL","
Key Responsibilities · Perform production estimates for solar PV projects using production estimation software such as PVSYST, PVWATTS, SAM, and Helioscope ·",30+ days ago,3.5,The Data Scientist (Operations Engineering),http://www.indeed.com/rc/clk?jk=e73fa577048e68be&fccid=9c692bd8d7645987,3.3,3.4,7,-,3.7,"$85,000+",4.0,85000
Civis Analytics,5.0,"Chicago, IL","
Experience working with imperfect data. At Civis, our new data scientists contribute to our core research goals of developing new methodological approaches to...",28 days ago,3.0,New Graduate - Data Scientist,http://www.indeed.com/rc/clk?jk=cb86f3205f73582a&fccid=85806092f576a90e,3.0,4.0,-,-,3.0,"$85,000+",4.0,85000
Workbridge Associates,3.3,"Chicago, IL","
Ability to work with unstructured healthcare data. A leading provider of healthcare analytics for hospitals, health systems and physicians is looking to grow...",20 days ago,2.9,Data Scientist (Healthcare Data),http://www.indeed.com/cmp/Workbridge-Associates/jobs/Data-Scientist-fe0c6e50090d5817?r=1&fccid=a6920e0a635e5c4e,3.4,3.3,24,"$110,000 a year",2.8,"$85,000+",3.0,85000
Caterpillar,3.7,"Chicago, IL 60606 (Loop area)","
With data scientist, data viz experts, and business partners to understand. Data Engineer, Analytics. 3+ years experience with Data modeling, ETL, and data...",9 days ago,3.2,"Data Engineer, Analytics",http://www.indeed.com/rc/clk?jk=3e126f71109d13c1&fccid=d723225da214c842,3.4,3.9,"1,964",-,3.9,"$85,000+",3.8,85000
Echo Global Logistics,3.6,"Chicago, IL 60654 (Loop area)","
The Associate Data Scientist or Analyst at Echo is responsible for turning the vast amounts of internal and external data into value for the organization....",30+ days ago,2.8,Associate Data Scientist,http://www.indeed.com/rc/clk?jk=09002b7b975e2d57&fccid=7487844f51e3b3f6,3.1,3.4,80,-,3.1,"$85,000+",3.4,85000
National Collegiate Scouting Association,3.3,"Chicago, IL 60642 (Portage Park area)","
Senior Data Scientist. You are a Scientist:. You most likely have 5+ years of experience as a data scientist in a dynamic environment, but if you don’t you make...",15 days ago,2.9,Senior Data Scientist,http://www.indeed.com/rc/clk?jk=d11275530251a6f0&fccid=b5ffe71a228f6e25,2.8,3.1,8,-,3.3,"$85,000+",2.4,85000
KPMG,3.8,"Chicago, IL 60601 (Loop area)","
Five years of professional experience working as a Data Scientist. Machine learning, data visualization, statistical modeling, data mining, or information...",30+ days ago,3.8,Data Scientist,http://www.indeed.com/rc/clk?jk=b4f1b07d6b2489f7&fccid=2dd390c3a48a7ed0,3.7,4.0,"1,759",-,3.6,"$85,000+",3.4,85000
SoCore Energy,-,"Chicago, IL","
The Data Scientist (Operations Engineering) will be responsible for production modeling, financial analysis, module vendor comparison, comparative analysis, and...",30+ days ago,-,Data Scientist (Operations Engineering),http://www.indeed.com/rc/clk?jk=680afa466e913d0f&fccid=a25de4a0f271d01e,-,4.0,-,-,-,"$85,000+",-,85000
Workbridge Associates,3.3,"Chicago, IL","
Big data with Hadoop is a plus. A well-respected healthcare corporation that spun off of a major hospital and university is hiring for a Mid-Level Data...",5 days ago,2.9,Data Scientist,http://www.indeed.com/rc/clk?jk=d4e26ad650ab85c4&fccid=a6920e0a635e5c4e,3.4,3.3,24,"$80,000 - $110,000 a year",2.8,"$85,000+",3.0,85000
Klein Hersh International,-,"Chicago, IL","
Experience with healthcare-related data and familiarity with current methods applied to healthcare data is preferred....",14 days ago,-,Data Scientist,http://www.indeed.com/rc/clk?jk=0d9fe3dc747eb74a&fccid=d6671165ab0de8e3,-,3.3,-,-,-,"$85,000+",-,85000
"Vizient, Inc.",-,"Chicago, IL","
Conducts exploratory data analysis from complex, disparate data sources to recognize patterns, and identify member performance improvement opportunities....",30+ days ago,-,Data Scientist,http://www.indeed.com/rc/clk?jk=2ffc6cedea4acd9f&fccid=ab22e7c357e67bd4,-,3.9,-,-,-,"$85,000+",-,85000
Groupon,3.7,"Chicago, IL 60654 (Loop area)","
R, Python, or similar data science modeling language; Deployment of production data science models to drive business value;...",30+ days ago,2.8,Data Scientist - Groupon Getaways,http://www.indeed.com/rc/clk?jk=4b05bf30f6280d3e&fccid=863ad2cc91c92c82,3.0,3.6,255,-,3.3,"$85,000+",3.6,85000
KPMG,3.8,"Chicago, IL 60601 (Loop area)","
KPMG is currently seeking a Data Scientist, to join us in any major US city with a KPMG office. Experience with command-line scripting, data structures and...",30+ days ago,3.8,"Data Scientist, Natural Language Processing",http://www.indeed.com/rc/clk?jk=032965a28e4bc92b&fccid=2dd390c3a48a7ed0,3.7,4.0,"1,759",-,3.6,"$85,000+",3.4,85000
LoyaltyOne,3.1,"Chicago, IL 60601 (Loop area)","
The Data Scientist will provide process execution support for client projects. Take analytical objectives and define data requirements....",30+ days ago,2.4,Data Scientist,http://www.indeed.com/rc/clk?jk=9b9b2138f4e56936&fccid=2018a73c53179d10,2.3,3.0,30,-,3.5,"$85,000+",3.3,85000
Charles River,3.3,"Skokie, IL","
Consults with other Research Scientists as needed. O Performs and leads Scientists on method development projects;...",21 days ago,3.2,Research Scientist Immunoassay,http://www.indeed.com/rc/clk?jk=49a0ec6d6577833a&fccid=4530396cee208e69,3.1,3.4,33,-,3.7,"$85,000+",3.0,85000
Kaplan,3.5,"Chicago, IL","
Metis Senior Data Scientists provide incredible and inspiring Data Science instruction; We are looking for Senior Data Scientists to be part of the Metis Data...",30+ days ago,2.9,Senior Data Scientist,http://www.indeed.com/rc/clk?jk=3cfcb77282b6dbe0&fccid=4ffdd90de5b0ef8f,3.3,3.7,945,-,3.6,"$85,000+",3.6,85000
IBM,3.8,"Chicago, IL","
This position is part of Watson Analytics’ Advanced Analysis team, which harnesses the power of cutting edge statistical, data mining, NLP and cognitive...",14 days ago,3.6,Software Engineer-Data and Algorithms,http://www.indeed.com/rc/clk?jk=e9fc5d7245386482&fccid=de71a49b535e21cb,3.5,4.0,"12,047",-,3.5,"$85,000+",3.8,85000
KPMG,3.8,"Chicago, IL 60601 (Loop area)","
Eight years of professional experience working as a Data Scientist. Machine learning, data visualization, statistical modeling, data mining, or information...",14 days ago,3.8,Manager - Data Scientist,http://www.indeed.com/rc/clk?jk=eac9a5e7126b9bd9&fccid=2dd390c3a48a7ed0,3.7,4.0,"1,759",-,3.6,"$85,000+",3.4,85000
CDK Global,3.3,"Chicago, IL","
From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....",2 days ago,3.1,Professional Services Consultant I - Fixed Operations Expert...,http://www.indeed.com/rc/clk?jk=9736d8f8fb21ebd4&fccid=cf4c744760f4998e,3.2,3.4,74,-,3.4,"$85,000+",3.6,85000
Crowe Horwath,3.5,"Chicago, IL 60606 (Loop area)","
Statistics (preferred) Computer Science Data Science [or similar academic pedigree]. Collaborate with analytic and data teams to set objectives, approaches, and...",30+ days ago,3.2,Data Scientist/Statistics - Applied Technology - 12729,http://www.indeed.com/rc/clk?jk=18f63b3c75e06ece&fccid=a30413efd79041ac,3.2,3.6,78,-,3.4,"$85,000+",3.4,85000
Klein Hersh International,-,"Chicago, IL","
Experience with healthcare-related data and familiarity with current methods applied to healthcare data. My client who is one of the global leaders in Analytics...",14 days ago,-,Lead Data Scientist,http://www.indeed.com/rc/clk?jk=8a5ef5d281ce376a&fccid=d6671165ab0de8e3,-,3.7,-,-,-,"$85,000+",-,85000
Tempus,4.0,"Chicago, IL 60654 (Loop area)","
Collect and analyze data. Experience working with next-generation sequencing data. Work in interdisciplinary groups of scientists, engineers, and product...",26 days ago,3.7,SCIENTIST II - TUMOR ORGANOIDS,http://www.indeed.com/rc/clk?jk=ba217578251bdd17&fccid=8525bdcf5722dd27,4.0,4.0,7,-,3.7,"$85,000+",4.3,85000
Tempus,4.0,"Chicago, IL 60654 (Loop area)","
Experience in genomic medicine, deep phenotyping, clinical data mining, adverse drug events, drug-drug interactions, clinical data mining, network medicine,...",30+ days ago,3.7,Computational Biologists- Pharmacogenomics,http://www.indeed.com/rc/clk?jk=71e49b8c2c3df3be&fccid=8525bdcf5722dd27,4.0,4.0,7,-,3.7,"$85,000+",4.3,85000
Jobspring Partners,3.5,"Chicago, IL","
Is genomic data something that fascinates and intrigues you? Experience with Genomic data or biological sciences is ideal but not required....",9 days ago,3.4,Academic Python Developer,http://www.indeed.com/rc/clk?jk=d41bdb309ea8742a&fccid=4a2d2fbadf14d480,3.2,3.3,12,"$75,000 - $100,000 a year",2.8,"$85,000+",2.8,85000
Workbridge Associates,3.3,"Chicago, IL","
A leading provider of healthcare insurance across the country is growing out their analytics department in their Chicago office and hiring for a Lead Data...",29 days ago,2.9,Lead Data Scientist,http://www.indeed.com/rc/clk?jk=467ddd1b1708bb0d&fccid=a6920e0a635e5c4e,3.4,3.3,24,"$100,000 - $130,000 a year",2.8,"$85,000+",3.0,85000
Publicis Healthcare Communications Group,4.0,"Chicago, IL","
Synthesize insights from qual/quan research as well as other data sources. They are the expert strategists, artists, writers, scientists, advocates, and...",28 days ago,5.0,Engagement Strategist - Discovery USA,http://www.indeed.com/rc/clk?jk=a620519b38c51138&fccid=5859564b1cd1554a,4.0,5.0,-,-,5.0,"$85,000+",5.0,85000
Raise Marketplace Inc.,-,"Chicago, IL 60603 (Loop area)","
Knowledge of data warehouse, data model design and implementation. Pull reports and model data from Raise’s customized BI platform and data warehouse....",30+ days ago,-,Data Analyst,http://www.indeed.com/rc/clk?jk=389de2d532e9abb9&fccid=7e7b9208df1a8ec0,-,5.0,-,-,-,"$85,000+",-,85000
Civis Analytics,5.0,"Chicago, IL","
As a data research analyst, you will join the Chicago-based team, working closely and collaboratively with data scientists and engineers to identify data needs...",30+ days ago,3.0,Data Research Analyst (All Levels),http://www.indeed.com/rc/clk?jk=d9dec42eff08bd6c&fccid=85806092f576a90e,3.0,4.0,-,-,3.0,"$85,000+",4.0,85000
Dupage Medical Group,2.9,"Downers Grove, IL","
Work closely with Data Architects and Data Scientists to produce deliverables for internal and external stakeholders....",5 days ago,2.6,BI Developer,http://www.indeed.com/rc/clk?jk=4922300ed0e0e4db&fccid=7c91c4b781cb8588,2.6,3.1,70,-,2.7,"$85,000+",3.2,85000
Civis Analytics,5.0,"Chicago, IL","
As a data architect, you will join the Chicago-based team, working closely and collaboratively with data scientists and engineers to identify data needs across...",30+ days ago,3.0,Data Architect,http://www.indeed.com/rc/clk?jk=d80163108a42cb71&fccid=85806092f576a90e,3.0,4.0,-,-,3.0,"$85,000+",4.0,85000
Tempus,4.0,"Chicago, IL 60654 (Loop area)","
Experience working with next-generation sequencing data. These involve analyses of pathways, regulatory networks and sequencing data....",30+ days ago,3.7,Computational Biologist- Tumor Biology,http://www.indeed.com/rc/clk?jk=41c3a52c76e9faa7&fccid=8525bdcf5722dd27,4.0,4.0,7,-,3.7,"$85,000+",4.3,85000
University of Chicago,4.1,"Chicago, IL","
Waggle sensor ""nodes"" report sensor data to a central database that involves both long-term storage and data validation....",1 day ago,3.8,Array of Things Systems Programmer,http://www.indeed.com/rc/clk?jk=453c7e3cbea3e655&fccid=5cb727313a823dd6,3.8,4.3,226,-,4.1,"$85,000+",4.1,85000
Crowe Horwath,3.5,"Chicago, IL 60606 (Loop area)","
Statistics Engineering Computer Science Data Science Mathematics Physics [or similar academic pedigree]....",30+ days ago,3.2,Data Scientist/Modeling - Applied Technology - 12053,http://www.indeed.com/rc/clk?jk=47b0357b599d53e1&fccid=a30413efd79041ac,3.2,3.6,78,-,3.4,"$85,000+",3.4,85000
UL LLC,2.7,"Chicago, IL","
Analyzes data from multiple sources in order to determine causes of problems and develop solutions, and evaluates technical specifications and factors related...",10 days ago,2.2,Research Engineer - Wind Modeling,http://www.indeed.com/rc/clk?jk=9bed156055496954&fccid=86e55b06404ba5ff,2.3,2.5,-,-,2.8,"$85,000+",3.0,85000
The Spearhead Group Inc,-,"Bloomingdale, IL","
Categorical Data Analysis. Identifies and independently resolves data issues (such as missing values and invalid data)....",30+ days ago,-,Principal Statistical Analyst/Data Scientist,http://www.indeed.com/cmp/Real-Soft-Inc./jobs/Principal-Statistical-Analyst-Data-Scientist-33286bba2fc8b080?r=1&fccid=f0161a0e3440a183,-,4.0,-,-,-,"$85,000+",-,85000
Experis,3.6,"Chicago, IL 60654 (Loop area)","
They work collaboratively with both product teams and data scientists in support of business goals. We need you to get your hands dirty with raw data, and...",1 day ago,2.8,Product Manager- Machine Learning,http://www.indeed.com/rc/clk?jk=2a6351254c341b1b&fccid=ca2b244e2a15ca5c,3.4,3.8,293,-,3.5,"$85,000+",3.7,85000
Civis Analytics,5.0,"Chicago, IL","
Political technology and data. As a Software Engineer, you will join our Chicago-based technology team, working collaboratively with other engineers, analysts,...",30+ days ago,3.0,New Graduate - Software Engineer,http://www.indeed.com/rc/clk?jk=1729bc1767f1af55&fccid=85806092f576a90e,3.0,4.0,-,-,3.0,"$85,000+",4.0,85000
Ninjob | Employment Marketing,-,"Chicago, IL","
For Position 80050, a Chicago insurer is searching for a health data scientist with excellent analytical skills....",30+ days ago,-,Data health Scientist (healthcare) 80050,http://www.indeed.com/rc/clk?jk=e084e2a1c6b641b1&fccid=100e6043a33e57bf,-,4.0,-,-,-,"$85,000+",-,85000
Jobspring Partners,3.5,"Chicago, IL","
If you’re a software engineer who’s interested in Data Science, petabytes of data, and researching deadly diseases, not only are you really smart, but you’d fit...",30+ days ago,3.4,Software Scientist- Python,http://www.indeed.com/rc/clk?jk=0c2c489215c6a2a5&fccid=4a2d2fbadf14d480,3.2,3.3,12,"$75,000 - $100,000 a year",2.8,"$85,000+",2.8,85000
Civis Analytics,5.0,"Chicago, IL","
Political technology and data. Data visualization for the web (D3 or similar). Engineers collaborate across departments with our data scientists and analysts...",6 days ago,3.0,Front End Engineer (Senior/Associate),http://www.indeed.com/rc/clk?jk=8bd1aa650855f2ea&fccid=85806092f576a90e,3.0,4.0,-,-,3.0,"$85,000+",4.0,85000
Civis Analytics,5.0,"Chicago, IL","
Participate alongside designers, engineers, data scientists, and subject-matter experts in a design sprint. Civis teams are cross-functional and collaborative,...",27 days ago,3.0,Product Management Internship - Summer 2017,http://www.indeed.com/rc/clk?jk=88d14a789a2bf0d2&fccid=85806092f576a90e,3.0,4.0,-,-,3.0,"$85,000+",4.0,85000
Exponent,2.8,"Chicago, IL 60661 (Near West Side area)","
The Biomechanics, Vehicle Engineering, Human Factors, and Statistical and Data Sciences Practices comprise the Transportation Group within Exponents structure....",30+ days ago,2.5,Manager/Senior Manager,http://www.indeed.com/rc/clk?jk=b820368138d453ad&fccid=0213df1b2d6a2c22,2.3,3.7,6,-,3.5,"$85,000+",3.2,85000
University of Chicago,4.1,"Chicago, IL","
Our scientific data clouds and commons include:. The Biomedical Data Commons (BDC) is cloud-based infrastructure that we are developing for a consortium of...",5 days ago,3.8,Software Engineer in Test,http://www.indeed.com/rc/clk?jk=2d56bb680621d44c&fccid=5cb727313a823dd6,3.8,4.3,226,-,4.1,"$85,000+",4.1,85000
Motorola Solutions,4.0,"Chicago, IL 60604 (Loop area)","
The Data Scientist Team is located in the Chief Technology Organization of MSI. Design, prototype, test, and demonstrate next generation data analytic tools,...",30+ days ago,3.4,Software Engineer,http://www.indeed.com/rc/clk?jk=342fe1f655a01543&fccid=22ec6ef3cc441ac2,3.7,4.2,"1,674",-,4.0,"$85,000+",4.0,85000
University of Chicago,4.1,"Chicago, IL","
We are dedicated to educating the next generation of physicians and scientists to carry on our legacy of discovery....",13 days ago,3.8,Executive Administrator,http://www.indeed.com/rc/clk?jk=7d5cc41f0783fbb7&fccid=5cb727313a823dd6,3.8,4.3,226,-,4.1,"$85,000+",4.1,85000
HDR,3.9,"Chicago, IL 60631 (Norwood Park area)","
Vertical construction experience is a plus as is data center or mission critical experience. We create an unshakable foundation for progress because our...",30+ days ago,3.3,Project Quality Manager,http://www.indeed.com/rc/clk?jk=b1756303c00b5e90&fccid=c3725c584175877c,3.5,4.0,122,-,3.9,"$85,000+",3.9,85000
Merkle Inc.,0.0,"Chicago, IL 60603 (Loop area)","
Data management, segmentation, and ETL best practices. The Solution Manager, Digital Messaging is a unique hybrid of business and technical consultant with the...",30+ days ago,0.0,"Sr. Solution Developer, Senior Analyst",http://www.indeed.com/rc/clk?jk=d9c4647708f91786&fccid=ddfd750eca9911bc,0.0,3.5,2,-,0.0,"$85,000+",0.0,85000
